rank,date,year,month,phase,phase_description,day_of_year,coverage_points,coverage_percent,mean_precip,max_precip,min_precip,std_precip,mean_anomaly,max_anomaly,std_anomaly,centroid_lat,centroid_lon,centroid_region,centroid_department,centroid_climate_zone,max_intensity_lat,max_intensity_lon,max_intensity_region,max_intensity_department,lat_extent_deg,lon_extent_deg,lat_extent_km,lon_extent_km,regions_affected,departments_affected,climate_zones_affected,intensity_concentration,spatial_dispersion,anomaly_severity,geographic_validation
680,1993-07-25,1993,7,Phase_2_pleine,Pleine saison,206,80,17.778,33.109423184394835,67.901,10.242546081542969,12.202935466583376,4.406544221671285,8.726,1.7467660319358584,14.928,-12.747,Matam,Kanel,Zone soudano-sahélienne,16.375,-11.375,Matam,Kanel,4.25,4.75,473.11,510.9253761503442,5,9,3,0.0141979911120259,696.3316756362378,4.363012825667433,PASSED
687,2009-07-21,2009,7,Phase_2_pleine,Pleine saison,202,80,17.778,24.213626265525814,41.253,11.343244552612305,5.902786722636991,2.868024386594112,4.714,0.6206882504399095,14.032,-14.226,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.125,-14.125,Tambacounda,Tambacounda,3.0,5.25,333.96,566.9913113019169,8,16,3,0.013242855814091,658.0337533359267,2.356984440474972,PASSED
688,2015-07-27,2015,7,Phase_2_pleine,Pleine saison,208,80,17.778,31.88758894205093,68.212,15.765368461608888,12.00797002408789,2.803778598956395,4.713,0.6978983747992868,13.564,-13.881,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-15.875,Sédhiou,Goudomp,3.25,5.25,361.79,568.1293722961223,9,14,3,0.0142725799689658,673.5450923866092,2.356705659453463,PASSED
691,2010-08-13,2010,8,Phase_2_pleine,Pleine saison,225,80,17.778,18.86170214414597,27.871,12.433424949645996,3.528959393163917,2.6067986212770173,4.391,0.5797508352402263,15.791,-13.195,Matam,Matam,Zone sahélienne,16.125,-12.625,Matam,Matam,2.0,4.0,222.64,428.4754653324502,4,7,2,0.0129375639865007,482.86622858133256,2.195272636656589,PASSED
693,2000-07-07,2000,7,Phase_2_pleine,Pleine saison,189,80,17.778,17.06370551586151,32.491,4.194172382354736,6.871498425181974,2.484792402312256,4.036,0.3966756160519104,14.052,-13.25,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-12.375,Kédougou,Kédougou,4.25,5.0,473.11,539.9438225207662,9,18,3,0.0145270582116428,717.8944170129314,2.018098169894137,PASSED
696,2012-07-02,2012,7,Phase_2_pleine,Pleine saison,184,79,17.556,21.094478088089183,30.159,9.288896560668944,4.235190150994414,4.505668044558393,8.384,1.4665971899740078,14.71,-15.919,Diourbel,Mbacké,Zone soudano-sahélienne,13.875,-16.625,Fatick,Foundiougne,2.5,2.75,278.3,296.0956745591016,9,21,2,0.0131684756791704,406.3539483075185,4.192085770662274,PASSED
699,1995-07-19,1995,7,Phase_2_pleine,Pleine saison,200,79,17.556,18.26264487640767,31.92,10.180898666381836,4.527238307117561,3.3407599157933685,5.796,0.9738214330813126,15.821,-13.043,Matam,Matam,Zone sahélienne,15.125,-11.625,Matam,Kanel,2.5,4.25,278.3,455.1866920634031,5,7,2,0.0134361072502898,533.5220777476068,2.8978002191755703,PASSED
700,1996-07-07,1996,7,Phase_2_pleine,Pleine saison,189,79,17.556,24.196143138257764,37.462,16.004526138305664,4.467788530185628,2.8983135616787083,5.192,0.6771259190749567,13.531,-12.926,Tambacounda,Goudiry,Zone soudano-sahélienne,13.625,-13.375,Tambacounda,Tambacounda,2.25,3.5,250.47,378.805216761618,5,10,2,0.0130898123455446,454.12400828635606,2.596139357047763,PASSED
702,2009-08-31,2009,8,Phase_2_pleine,Pleine saison,243,79,17.556,36.59016001979007,81.16,15.07749843597412,15.861779104496442,3.064123027655316,4.944,0.7657659846639001,13.636,-15.823,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,12.375,-16.375,Ziguinchor,Oussouye,4.0,3.0,445.28,324.54667016368995,10,20,3,0.0150369739307043,551.0034685592632,2.4720240820454658,PASSED
703,2011-07-13,2011,7,Phase_2_pleine,Pleine saison,194,79,17.556,24.71086713332164,47.201,14.470409393310549,5.930206290570399,2.8723987117348724,4.944,0.5768235920689685,13.514,-12.465,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-11.375,Kédougou,Saraya,2.5,2.5,278.3,270.59438941183083,3,6,2,0.013387242974974,388.1651792647836,2.471760002102433,PASSED
705,1999-07-05,1999,7,Phase_2_pleine,Pleine saison,186,79,17.556,23.408599762976923,47.805,7.725752353668213,7.859201546878644,2.5337874997518672,4.364,0.4760637750445782,13.476,-14.321,Tambacounda,Tambacounda,Zone soudanienne,12.375,-14.875,Kolda,Kolda,4.25,5.25,473.11,568.3399255730415,9,19,3,0.0140850797184589,739.4885621159873,2.1821257436644235,PASSED
708,2002-07-02,2002,7,Phase_2_pleine,Pleine saison,183,79,17.556,15.919558018068724,31.719,8.132854461669922,4.940377062417063,2.603906299790552,4.118,0.5154780068955277,14.41,-14.83,Kaffrine,Koungheul,Zone soudano-sahélienne,12.625,-16.375,Ziguinchor,Ziguinchor,3.75,5.25,417.45,566.0432108466957,10,25,3,0.0138773047142593,703.3274004122381,2.0592054457944973,PASSED
713,2000-07-06,2000,7,Phase_2_pleine,Pleine saison,188,78,17.333,15.998921803939036,32.1,7.151870727539063,5.725790155262992,2.530611199645482,4.588,0.5584199641064455,14.657,-12.371,Tambacounda,Bakel,Zone soudano-sahélienne,13.875,-11.875,Tambacounda,Goudiry,4.0,3.75,445.28,403.8645239797905,5,9,3,0.0144625947459397,601.1495945099047,2.294100434487857,PASSED
714,2015-08-20,2015,8,Phase_2_pleine,Pleine saison,232,78,17.333,25.24203475316365,51.716,14.138091087341309,7.471776702337569,2.707381207397774,4.529,0.4620585302234932,14.987,-16.029,Diourbel,Mbacké,Zone soudano-sahélienne,13.875,-16.625,Fatick,Foundiougne,4.0,2.5,445.28,268.8336251533886,10,20,3,0.0139438352880139,520.1401727064664,2.264365837668605,PASSED
715,1985-07-22,1985,7,Phase_2_pleine,Pleine saison,203,78,17.333,29.60267609816331,52.101,17.150806427001953,9.309310452161732,2.6891074216553696,4.083,0.5816900560324745,13.017,-13.646,Tambacounda,Tambacounda,Zone soudanienne,12.375,-14.375,Kolda,Médina Yoro Foulah,2.75,4.5,306.13,488.0681553714814,6,15,2,0.0140883937746741,576.1302824992977,2.0416690276972616,PASSED
719,2018-07-07,2018,7,Phase_2_pleine,Pleine saison,188,77,17.111,16.51048415047782,27.633,8.196122169494629,4.119198908431053,3.5866617045100777,6.529,1.2525046880878523,15.756,-12.888,Matam,Matam,Zone sahélienne,14.875,-13.625,Matam,Ranérou,2.5,3.0,278.3,321.4126637827658,2,6,2,0.0137953922887815,425.1552460601106,3.2645358742598702,PASSED
722,2012-08-21,2012,8,Phase_2_pleine,Pleine saison,234,77,17.111,24.301973293353985,57.43,13.927116394042969,8.570628519824123,2.7499846693253165,5.301,0.7184083042504714,15.224,-12.171,Matam,Kanel,Zone soudano-sahélienne,14.625,-11.375,Matam,Kanel,2.75,2.5,306.13,268.53364637553767,3,6,2,0.0146023068376249,407.217260637049,2.650612519838744,PASSED
723,1991-08-13,1991,8,Phase_2_pleine,Pleine saison,225,77,17.111,26.55016698465719,42.547,12.04953384399414,8.049639097803366,3.0956240665047567,4.661,0.7594086155505579,14.991,-12.39,Matam,Kanel,Zone soudano-sahélienne,13.625,-12.875,Tambacounda,Goudiry,3.0,2.75,333.96,295.7107020648734,2,5,2,0.0141808020063319,446.0651216506401,2.330532962540984,PASSED
725,1993-07-29,1993,7,Phase_2_pleine,Pleine saison,210,77,17.111,26.147046956149016,47.868,13.46644401550293,9.720074625791506,2.7946001713784767,4.283,0.5606893993766655,14.053,-12.999,Tambacounda,Goudiry,Zone soudano-sahélienne,13.375,-11.625,Tambacounda,Goudiry,4.0,5.75,445.28,620.9332395488834,8,15,3,0.0147817597539294,764.0892416640029,2.141412623481968,PASSED
726,2002-07-20,2002,7,Phase_2_pleine,Pleine saison,201,77,17.111,25.357708398397868,43.164,13.48957633972168,6.359752562568552,2.69263414008932,4.005,0.455983864483009,13.576,-12.434,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-11.625,Kédougou,Saraya,3.25,2.75,361.79,297.57657424626245,4,8,3,0.0138039145106525,468.44831662910406,2.0025642646142865,PASSED
727,2023-08-28,2023,8,Phase_2_pleine,Pleine saison,240,77,17.111,25.58780844799884,52.782,14.43231964111328,8.90391831832633,2.5272503762346648,3.611,0.3746493611711767,14.601,-14.946,Kaffrine,Koungheul,Zone soudano-sahélienne,12.375,-13.125,Kédougou,Salémata,4.25,4.0,473.11,430.8989054851235,11,22,3,0.0145595664798289,639.9272843443053,1.805304540077215,PASSED
730,2005-07-16,2005,7,Phase_2_pleine,Pleine saison,197,76,16.889,26.49219120176215,42.543,11.3396635055542,8.561151694682822,4.702667509435792,7.673,1.7130876077973052,14.978,-16.208,Diourbel,Diourbel,Zone soudano-sahélienne,15.625,-16.625,Saint-Louis,Saint-Louis,3.25,2.0,361.79,215.07552665858125,9,20,3,0.0145319842679124,420.8913042342002,3.83666649971468,PASSED
731,1992-07-27,1992,7,Phase_2_pleine,Pleine saison,209,76,16.889,22.611406890969526,51.144,12.669812202453612,7.276756956750824,3.331258060452152,6.448,0.8425254945904304,15.654,-12.343,Matam,Kanel,Zone sahélienne,15.125,-11.875,Matam,Kanel,2.0,2.25,222.64,241.1796774668507,2,5,2,0.0145206158256309,328.2319410653298,3.224209393715922,PASSED
739,2022-07-21,2022,7,Phase_2_pleine,Pleine saison,202,76,16.889,19.5142719745636,47.184,10.0861177444458,6.653562117385538,2.6394536775414847,3.91,0.4759801471108217,14.67,-13.961,Tambacounda,Koumpentoum,Zone soudano-sahélienne,12.375,-16.625,Ziguinchor,Oussouye,3.75,5.75,417.45,619.2247627813304,9,19,3,0.0146875379079615,746.7957032995,1.9550916579508055,PASSED
745,1984-08-19,1984,8,Phase_2_pleine,Pleine saison,232,75,16.667,48.63822499593099,79.589,26.22292900085449,12.072899976776364,3.0673335825686587,5.044,0.7326937870608817,12.814,-14.432,Kolda,Médina Yoro Foulah,Zone soudanienne,12.875,-16.625,Ziguinchor,Bignona,2.0,5.5,222.64,597.012176255976,8,16,2,0.0141548313265961,637.17510066731,2.5221321154040184,PASSED
746,2006-08-10,2006,8,Phase_2_pleine,Pleine saison,222,75,16.667,42.15333159128825,70.505,15.14657497406006,13.25595717420736,2.722292217179276,4.225,0.5264402964829075,12.997,-12.938,Kédougou,Salémata,Zone soudanienne,12.375,-12.875,Kédougou,Kédougou,3.5,3.0,389.62,325.40457854208927,4,8,3,0.0146518848774804,507.6336022281768,2.112383437668736,PASSED
747,2018-08-29,2018,8,Phase_2_pleine,Pleine saison,241,75,16.667,36.93956915537516,54.666,14.823494911193848,8.53564013683275,2.7513154805207765,3.837,0.4793673187219052,13.151,-12.791,Tambacounda,Goudiry,Zone soudanienne,12.375,-12.375,Kédougou,Kédougou,3.5,5.0,389.62,542.0024247781183,6,13,3,0.0140452469160011,667.5105713322897,1.9185344045469752,PASSED
755,2022-08-06,2022,8,Phase_2_pleine,Pleine saison,218,74,16.444,21.096527975958747,32.716,12.183777809143066,5.124542706290265,2.975682268093904,6.861,0.8944290324981992,15.525,-15.469,Louga,Linguère,Zone sahélienne,14.875,-16.375,Diourbel,Bambey,2.75,5.25,306.13,563.1072163334715,8,18,2,0.0143108773631981,640.940960784869,3.430473109272895,PASSED
757,2019-08-26,2019,8,Phase_2_pleine,Pleine saison,238,74,16.444,35.1487689662624,68.923,16.11253547668457,12.275868026133852,3.824104309642713,6.754,1.199640495883016,14.991,-13.117,Matam,Kanel,Zone soudano-sahélienne,14.875,-12.625,Matam,Kanel,4.0,4.0,445.28,430.1263517570739,4,10,3,0.0151618750186855,619.0985056724415,3.3769679213958472,PASSED
760,2015-08-02,2015,8,Phase_2_pleine,Pleine saison,214,74,16.444,21.37462671383007,34.142,10.954829216003418,4.106266067972794,2.98935330724586,5.703,0.7542210976826551,15.55,-15.144,Louga,Linguère,Zone sahélienne,15.375,-15.375,Louga,Linguère,2.75,2.75,306.13,294.92450838874515,6,12,2,0.01401224337797,425.08357269288007,2.851606584560328,PASSED
761,2012-07-28,2012,7,Phase_2_pleine,Pleine saison,210,74,16.444,29.64050548141067,49.781,13.851012229919434,9.820226959934264,3.069654244144424,5.624,0.9751260637868888,13.593,-13.676,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.125,-13.625,Tambacounda,Tambacounda,3.25,4.75,361.79,513.958685228291,6,13,3,0.0149968515013515,628.5264814899158,2.81221823354753,PASSED
763,2002-08-19,2002,8,Phase_2_pleine,Pleine saison,231,74,16.444,27.44540079219921,45.269,14.011041641235352,7.661531954907386,2.95977224661868,4.986,0.6084781781380388,15.045,-15.874,Louga,Kébémer,Zone soudano-sahélienne,14.125,-16.625,Fatick,Foundiougne,2.75,2.5,306.13,268.7604364654508,9,20,2,0.0145665910778622,407.3668498222452,2.492959930986399,PASSED
769,1985-08-06,1985,8,Phase_2_pleine,Pleine saison,218,73,16.222,86.89720336705038,231.351,25.742311477661133,55.526371658057855,6.079823502091305,14.269,3.517806791147515,12.83,-13.223,Tambacounda,Tambacounda,Zone soudanienne,12.375,-13.625,Kolda,Vélingara,1.5,3.25,166.98,352.7574651292251,3,7,2,0.0192918788559364,390.2821384124201,7.134552120277735,PASSED
774,1995-08-20,1995,8,Phase_2_pleine,Pleine saison,232,73,16.222,31.64958729156076,55.777,19.5507869720459,8.530742979403819,2.808369582155518,5.859,0.6898328394143869,14.068,-14.882,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,14.125,-14.375,Tambacounda,Koumpentoum,3.0,3.5,333.96,377.9344600234677,9,18,2,0.0146938401851831,504.3448517737939,2.929315498497709,PASSED
777,1996-08-14,1996,8,Phase_2_pleine,Pleine saison,227,73,16.222,27.815170118253526,67.276,12.073097229003906,13.591941949860164,2.806110720969587,5.205,0.6900926247248336,14.286,-13.897,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-13.375,Kédougou,Salémata,4.25,4.0,473.11,431.5092991300872,6,11,3,0.0169696013426581,640.3384556121388,2.6023037879498965,PASSED
779,1993-08-24,1993,8,Phase_2_pleine,Pleine saison,236,73,16.222,32.92360117664076,79.154,18.060503005981445,12.064272861620935,2.4976454233810346,4.387,0.4922112161331217,13.562,-13.685,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-14.125,Kolda,Médina Yoro Foulah,3.25,4.0,361.79,432.8644633552075,6,12,3,0.0155379818365964,564.1486075922653,2.1934665106021027,PASSED
780,2015-08-19,2015,8,Phase_2_pleine,Pleine saison,231,73,16.222,35.43320945844258,60.193,16.01477813720703,10.025699659710622,2.9329546302055163,4.375,0.643013656806881,13.714,-12.027,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-12.125,Kédougou,Kédougou,3.25,2.0,361.79,216.2929017163388,3,6,3,0.0147953243137432,421.51468200452257,2.1874377356828334,PASSED
781,1994-08-15,1994,8,Phase_2_pleine,Pleine saison,227,73,16.222,32.55807531696476,54.967,20.03413200378418,8.290746186130212,2.662525057900061,4.025,0.5006344679802489,13.625,-13.533,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.875,-13.875,Tambacounda,Tambacounda,2.75,4.25,306.13,459.7963082335228,6,11,2,0.0145869041004171,552.3841264828096,2.012649149729692,PASSED
785,1982-07-31,1982,7,Phase_2_pleine,Pleine saison,212,72,16.0,37.76825331317054,63.467,15.379079818725586,12.209925214693376,3.5280070787967848,5.798,0.8176726466389508,13.658,-11.892,Tambacounda,Goudiry,Zone soudano-sahélienne,12.875,-11.875,Kédougou,Saraya,3.75,2.0,417.45,216.34457220804697,3,6,3,0.0153404646609571,470.18027345783327,2.8990882522887973,PASSED
786,2015-08-31,2015,8,Phase_2_pleine,Pleine saison,243,72,16.0,35.72571988900503,62.763,13.62603759765625,11.583233706704732,3.0753544092061937,5.221,0.7726132692478651,13.568,-11.97,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-11.625,Kédougou,Saraya,3.25,1.5,361.79,162.31962317538478,3,7,3,0.0153489302661929,396.5345733732418,2.6103366987116865,PASSED
788,2017-07-01,2017,7,Phase_2_pleine,Pleine saison,182,72,16.0,14.643750396039753,31.949,3.853200674057007,7.234544808738867,3.0626725244793,5.005,0.8972563008883012,14.506,-15.481,Kaffrine,Birkelane,Zone soudano-sahélienne,13.875,-15.375,Kaffrine,Malem-Hodar,3.25,3.25,361.79,350.2572721859878,10,21,3,0.0172787764234451,503.5594945303575,2.502743256855989,PASSED
789,2004-08-01,2004,8,Phase_2_pleine,Pleine saison,214,72,16.0,19.271398451593186,43.023,11.500970840454102,5.670820672077184,2.659567020526663,4.959,0.6737472586814328,15.455,-14.668,Matam,Ranérou,Zone soudano-sahélienne,12.375,-16.625,Ziguinchor,Oussouye,4.25,5.25,473.11,563.2970403301086,11,19,3,0.0150915212045091,735.6198869964433,2.4796620526288167,PASSED
796,2007-08-31,2007,8,Phase_2_pleine,Pleine saison,243,71,15.778,33.639608114538056,62.304,15.211433410644531,10.43452603262152,3.696289128985372,6.857,1.1704875414503262,14.694,-12.167,Tambacounda,Bakel,Zone soudano-sahélienne,14.875,-12.375,Matam,Kanel,2.75,2.0,306.13,215.35796692922588,3,5,3,0.0154396504270702,374.2921747043205,3.42855134499732,PASSED
797,2012-08-14,2012,8,Phase_2_pleine,Pleine saison,227,71,15.778,24.448110580444336,59.194,13.25755214691162,8.241124954541927,3.546118129560982,6.709,1.1129231894119378,15.694,-15.765,Saint-Louis,Saint-Louis,Zone sahélienne,14.875,-17.125,Thiès,Thiès,2.25,3.5,250.47,375.0945598963829,7,14,2,0.0156848904753852,451.03342616718686,3.3546016391107614,PASSED
799,2004-07-29,2004,7,Phase_2_pleine,Pleine saison,211,71,15.778,25.107758186232875,48.291,12.899096488952637,7.277012484479186,3.1328190693384395,5.467,0.8786143617702665,15.073,-15.524,Louga,Linguère,Zone soudano-sahélienne,12.375,-16.125,Sédhiou,Goudomp,4.25,3.25,473.11,349.3422478517743,10,18,3,0.015267635816398,588.1097419990001,2.733405059097255,PASSED
802,2005-08-22,2005,8,Phase_2_pleine,Pleine saison,234,71,15.778,30.417467708319005,56.409,15.19449234008789,8.811795037220534,2.474304923693567,3.531,0.3152214524413634,14.138,-16.103,Fatick,Gossas,Zone soudano-sahélienne,12.625,-16.625,Ziguinchor,Oussouye,3.75,2.5,417.45,269.8702071969165,11,25,3,0.0152665256508078,497.085952685757,1.7654390396017077,PASSED
803,2006-08-14,2006,8,Phase_2_pleine,Pleine saison,226,71,15.778,37.16110178450464,54.867,18.775434494018555,9.911055291245802,2.613188544585688,3.503,0.4066425441490313,13.263,-15.669,Sédhiou,Sédhiou,Zone soudanienne,13.375,-16.125,Kaolack,Nioro du Rip,2.5,2.75,278.3,297.9640870742286,7,16,2,0.0150863606939547,407.7174021285803,1.7517110986027846,PASSED
804,1992-08-31,1992,8,Phase_2_pleine,Pleine saison,244,70,15.556,34.663132081712995,120.725,11.351136207580566,20.501717779364704,3.058451985455516,7.702,1.0611217073604358,13.701,-15.794,Kaffrine,Kaffrine,Zone soudano-sahélienne,12.875,-16.625,Ziguinchor,Bignona,4.25,4.5,473.11,486.686428667108,11,20,3,0.0192831458746618,678.7464492347227,3.851163044101275,PASSED
808,2020-07-29,2020,7,Phase_2_pleine,Pleine saison,211,70,15.556,30.37784983771188,83.086,15.344271659851074,11.110055690325549,4.125541987672379,6.501,1.2409683709077084,15.081,-12.801,Matam,Kanel,Zone soudano-sahélienne,12.375,-16.625,Ziguinchor,Oussouye,4.25,5.25,473.11,564.302177371598,5,10,3,0.0161965368882872,736.3898491195587,3.250378125476576,PASSED
812,2020-07-03,2020,7,Phase_2_pleine,Pleine saison,185,70,15.556,15.62770197050912,24.598,7.826332569122314,4.550986513882952,2.4531004049097045,3.69,0.3619233332309862,14.534,-13.087,Tambacounda,Goudiry,Zone soudano-sahélienne,13.875,-13.375,Tambacounda,Tambacounda,3.5,3.5,389.62,377.1517893384755,3,8,3,0.0154972126059555,542.2611977416545,1.8449607996002135,PASSED
813,2023-08-20,2023,8,Phase_2_pleine,Pleine saison,232,70,15.556,33.20353557041713,76.936,13.732060432434082,11.699330898581133,2.660698523139562,3.637,0.4011987238138911,13.866,-16.113,Fatick,Foundiougne,Zone soudano-sahélienne,12.875,-16.625,Ziguinchor,Bignona,4.0,2.75,445.28,297.208488073425,12,25,3,0.0160593129288471,535.3570459355991,1.8186736626381916,PASSED
818,1986-08-04,1986,8,Phase_2_pleine,Pleine saison,216,69,15.333,33.54410305576048,63.144,10.24206829071045,11.188882561601272,4.968811910872426,8.806,1.6497350752207658,15.598,-14.579,Matam,Ranérou,Zone sahélienne,14.875,-17.125,Thiès,Thiès,2.25,5.25,250.47,562.9077429535097,7,14,2,0.0161052248471551,616.1171558504636,4.403119389960765,PASSED
819,2014-07-04,2014,7,Phase_2_pleine,Pleine saison,185,69,15.333,13.604263188182443,24.882,4.485522747039795,4.671747723039726,3.7938200595678766,7.426,1.5318246526047907,15.948,-14.724,Matam,Ranérou,Zone sahélienne,16.375,-14.625,Matam,Ranérou,3.0,3.5,333.96,374.623726249848,4,9,2,0.0162018227304504,501.8687176013474,3.713226208858903,PASSED
820,1993-07-24,1993,7,Phase_2_pleine,Pleine saison,205,69,15.333,26.076423700305,44.493,12.648863792419434,7.726742579322812,3.621353814312391,7.332,1.363269013623839,15.21,-14.065,Matam,Ranérou,Zone soudano-sahélienne,15.375,-14.125,Matam,Ranérou,4.25,2.75,473.11,295.4062948328892,5,10,3,0.0157652241698065,557.76154539991,3.6662033022074425,PASSED
821,1995-08-15,1995,8,Phase_2_pleine,Pleine saison,227,69,15.333,50.81829770406088,101.78,12.845849990844728,22.40353266427661,3.5579677743268827,7.206,1.3689104704827486,13.086,-13.172,Tambacounda,Tambacounda,Zone soudanienne,12.875,-13.125,Kédougou,Salémata,4.0,4.0,445.28,433.7160414899474,6,12,3,0.0173094737210576,621.597849011489,3.602765994801138,PASSED
825,2008-08-21,2008,8,Phase_2_pleine,Pleine saison,234,69,15.333,43.74516896234042,97.309,20.09117889404297,15.380816188450863,3.144600239197449,5.627,0.8845697294719644,13.368,-15.722,Sédhiou,Sédhiou,Zone soudanienne,12.875,-16.625,Ziguinchor,Bignona,2.25,2.75,250.47,297.83576775788754,8,19,2,0.0162843883711328,389.1546828860991,2.8133193588705447,PASSED
826,1981-08-21,1981,8,Phase_2_pleine,Pleine saison,233,69,15.333,27.610380324764527,44.976,14.795680046081545,8.937194861752744,2.930669128144378,4.988,0.7106672079979627,14.939,-12.47,Matam,Kanel,Zone soudano-sahélienne,12.375,-14.875,Kolda,Kolda,4.0,3.5,445.28,376.4519768311378,4,9,3,0.0160112319081756,583.0869335785802,2.494126151307303,PASSED
828,2001-08-23,2001,8,Phase_2_pleine,Pleine saison,235,69,15.333,43.32528432210287,67.434,22.578100204467773,10.611722044478531,3.106731453674292,4.668,0.6876981501690109,13.062,-12.443,Tambacounda,Goudiry,Zone soudanienne,12.625,-12.875,Kédougou,Salémata,2.0,2.5,222.64,271.09960253066896,3,6,2,0.0153621939862813,350.80416873917943,2.334072537518611,PASSED
831,1988-07-30,1988,7,Phase_2_pleine,Pleine saison,212,69,15.333,27.59478741797848,42.084,14.24477767944336,6.359419517211497,2.747955925395318,4.297,0.6206603894938729,14.096,-12.774,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-14.125,Kolda,Médina Yoro Foulah,4.0,3.5,445.28,377.8884230782228,4,10,3,0.015262471821424,584.0153607111254,2.1486604865410803,PASSED
832,1995-08-29,1995,8,Phase_2_pleine,Pleine saison,241,69,15.333,28.98458082779594,59.114,15.040238380432127,10.963752998639457,2.6659574261345966,3.852,0.5399548183644701,14.155,-13.118,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-13.875,Kolda,Vélingara,4.0,3.5,445.28,377.7905300273204,4,11,3,0.0165664031015329,583.9520235672821,1.9258730209732868,PASSED
833,2007-08-21,2007,8,Phase_2_pleine,Pleine saison,233,69,15.333,29.391955500063688,61.308,15.032602310180664,9.220464335000152,2.398100892831864,3.444,0.32844997586791,14.038,-13.17,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-14.375,Kolda,Médina Yoro Foulah,3.75,3.25,417.45,350.9855014052305,4,11,3,0.0159190163444055,545.3946624433365,1.7219193300832318,PASSED
834,2020-08-25,2020,8,Phase_2_pleine,Pleine saison,238,69,15.333,23.21136672254922,38.087,13.425387382507324,5.542799039791642,2.3931334717101667,3.099,0.2605025373784853,15.017,-12.249,Matam,Kanel,Zone soudano-sahélienne,12.375,-15.875,Sédhiou,Goudomp,4.25,4.5,473.11,483.832523493111,4,6,3,0.0153191868106938,676.7030170537972,1.549685159021053,PASSED
836,2015-08-07,2015,8,Phase_2_pleine,Pleine saison,219,68,15.111,45.58411617840038,96.332,14.27543830871582,17.47806051174681,4.092301271977887,8.003,1.3449943575711507,13.745,-11.895,Tambacounda,Goudiry,Zone soudano-sahélienne,13.375,-11.625,Tambacounda,Goudiry,4.0,1.25,445.28,135.165071280198,3,6,3,0.0168678564533822,465.3427529726674,4.001256083599376,PASSED
837,2012-07-12,2012,7,Phase_2_pleine,Pleine saison,194,68,15.111,17.754183839349185,51.06,6.928689002990723,7.2809522393161314,2.9443908642066323,5.819,0.8715930355626139,14.928,-14.354,Matam,Ranérou,Zone soudano-sahélienne,13.875,-16.625,Fatick,Foundiougne,3.25,5.75,361.79,618.4880786242636,9,16,3,0.0171791210138359,716.5329798500787,2.909468441839203,PASSED
838,1998-08-22,1998,8,Phase_2_pleine,Pleine saison,234,68,15.111,38.39934901630177,62.728,25.19652557373047,8.038318877342467,2.72788267226392,5.085,0.6138119578441252,13.353,-13.382,Tambacounda,Tambacounda,Zone soudanienne,12.375,-13.375,Kédougou,Salémata,2.25,5.25,250.47,568.631426281756,6,13,2,0.0153503094962372,621.3508844537635,2.542688108660055,PASSED
841,2020-08-29,2020,8,Phase_2_pleine,Pleine saison,242,68,15.111,37.53092176773969,59.931,21.507158279418945,8.76195049136349,2.61821610650559,4.296,0.5081184907447851,12.959,-14.903,Kolda,Kolda,Zone soudanienne,12.375,-16.125,Sédhiou,Goudomp,1.75,4.5,194.81,488.1823719601805,7,14,2,0.0155074020792122,525.6167442979895,2.1480620794953857,PASSED
842,1991-08-11,1991,8,Phase_2_pleine,Pleine saison,223,68,15.111,25.99954154912163,43.98,13.840712547302246,6.414137401189259,2.541678150354854,3.992,0.4480428785432992,14.353,-12.697,Tambacounda,Goudiry,Zone soudano-sahélienne,13.375,-13.125,Tambacounda,Tambacounda,2.75,3.0,306.13,323.5356016554566,3,7,3,0.0156009095349214,445.41089306791577,1.9962210901727664,PASSED
846,1982-07-15,1982,7,Phase_2_pleine,Pleine saison,196,67,14.889,24.90341731683532,40.462,8.049934387207031,6.862346405570835,3.911865966010874,7.552,1.343493935813418,14.626,-16.192,Diourbel,Diourbel,Zone soudano-sahélienne,15.375,-16.125,Louga,Louga,3.25,1.75,361.79,188.49732586969827,9,21,3,0.0160586932020908,407.9500578165509,3.776135464635682,PASSED
850,1986-07-25,1986,7,Phase_2_pleine,Pleine saison,206,67,14.889,27.119219680330648,39.955,19.325557708740234,5.615776376368814,2.6725237144406098,4.241,0.5808286331550996,13.508,-13.204,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.625,-14.125,Kolda,Médina Yoro Foulah,2.75,3.5,306.13,378.8428280555439,4,9,2,0.015565388543421,487.0702890693728,2.120728676791257,PASSED
