event_date,selection_label,pixel_id,longitude,latitude,precipitation_mm,climatology_mm,anomaly_standardized,anomaly_mm,is_extreme,is_intense,intensity_category,anomaly_category,year,month,day,day_of_year,season_phase,phase_description,region,climate_zone,distance_to_coast_km,cluster,criterion,phase
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_000_003,-16.625,12.375,0.3546232581138611,10.810393333435059,-0.8365047574043274,-10.455770075321198,False,False,trace,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Ziguinchor,Zone soudanienne,95.14188,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_000_004,-16.375,12.375,4.9622321128845215,9.932066917419434,-0.5175421833992004,-4.969834804534912,False,False,faible,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Ziguinchor,Zone soudanienne,122.32527,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_000_020,-12.375,12.375,26.638460159301758,11.714139938354492,1.3448832035064697,14.924320220947266,False,True,forte,humide,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Kédougou,Zone soudanienne,557.2596,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_003,-16.625,12.625,0.0,9.128039360046387,-0.8115667700767517,-9.128039360046387,False,False,trace,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Ziguinchor,Zone soudanienne,95.04989,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_004,-16.375,12.625,0.0,8.955900192260742,-0.821286141872406,-8.955900192260742,False,False,trace,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Ziguinchor,Zone soudanienne,122.20701,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_005,-16.125,12.625,1.003232717514038,8.458905220031738,-0.9046231508255005,-7.4556725025177,False,False,faible,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Sédhiou,Zone soudanienne,149.36412,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_006,-15.875,12.625,0.6620878577232361,7.436135292053223,-0.9238366484642029,-6.774047434329987,False,False,trace,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Sédhiou,Zone soudanienne,176.52124,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_007,-15.625,12.625,2.8754608631134033,7.728094577789307,-0.5923390984535217,-4.852633714675903,False,False,faible,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Sédhiou,Zone soudanienne,203.67834,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_008,-15.375,12.625,4.802257537841797,6.595572471618652,-0.23322270810604095,-1.7933149337768555,False,False,faible,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Kolda,Zone soudanienne,230.83545,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_018,-12.875,12.625,12.399248123168945,9.540226936340332,0.2837590277194977,2.8590211868286133,False,False,moderee,normale,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Kédougou,Zone soudanienne,502.40656,4,plus_intense,Phase_3_fin
1998-09-08,C4_plus_intense + C6_plus_intense,1998-09-08_001_019,-12.625,12.625,20.816699981689453,9.746186256408691,1.2496706247329712,11.070513725280762,False,True,forte,humide,1998,9,8,251,Phase_3_fin,Fin de saison (Septembre-Octobre),Kédougou,Zone soudanienne,529.56366,4,plus_intense,Phase_3_fin
