event_date,selection_label,pixel_id,longitude,latitude,precipitation_mm,climatology_mm,anomaly_standardized,anomaly_mm,is_extreme,is_intense,intensity_category,anomaly_category,year,month,day,day_of_year,season_phase,phase_description,region,climate_zone,distance_to_coast_km,cluster,criterion,phase
2012-08-26,C3_plus_intense,2012-08-26_000_003,-16.625,12.375,20.248279571533203,18.134862899780273,0.13295835256576538,2.1134166717529297,False,True,forte,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Ziguinchor,Zone soudanienne,95.14188,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_000_004,-16.375,12.375,16.257766723632812,16.914934158325195,-0.03851482272148132,-0.6571674346923828,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Ziguinchor,Zone soudanienne,122.32527,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_000_020,-12.375,12.375,7.382324695587158,15.341691970825195,-0.5374698638916016,-7.959367275238037,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,557.2596,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_003,-16.625,12.625,17.022897720336914,18.649913787841797,-0.0895262137055397,-1.6270160675048828,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Ziguinchor,Zone soudanienne,95.04989,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_004,-16.375,12.625,15.58011245727539,15.751954078674316,-0.011286614462733269,-0.17184162139892578,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Ziguinchor,Zone soudanienne,122.20701,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_005,-16.125,12.625,15.507495880126953,14.276689529418945,0.08443187922239304,1.2308063507080078,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Sédhiou,Zone soudanienne,149.36412,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_006,-15.875,12.625,9.106071472167969,12.945608139038086,-0.3044595718383789,-3.839536666870117,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Sédhiou,Zone soudanienne,176.52124,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_007,-15.625,12.625,8.582527160644531,10.973730087280273,-0.23920971155166626,-2.391202926635742,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Sédhiou,Zone soudanienne,203.67834,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_008,-15.375,12.625,2.219460964202881,9.250306129455566,-0.7152987718582153,-7.0308451652526855,False,False,faible,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kolda,Zone soudanienne,230.83545,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_018,-12.875,12.625,1.142642617225647,13.370555877685547,-0.9264235496520996,-12.2279132604599,False,False,faible,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,502.40656,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_019,-12.625,12.625,0.0,12.604959487915039,-1.0689698457717896,-12.604959487915039,False,False,trace,seche,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,529.56366,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_020,-12.375,12.625,8.184154510498047,13.948984146118164,-0.44926339387893677,-5.764829635620117,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,556.7208,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_021,-12.125,12.625,10.958909034729004,13.38999080657959,-0.21546223759651184,-2.431081771850586,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,583.87787,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_022,-11.875,12.625,15.127063751220703,12.256260871887207,0.24287283420562744,2.870802879333496,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,611.03503,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_001_023,-11.625,12.625,17.723125457763672,11.882282257080078,0.47057682275772095,5.840843200683594,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,638.19214,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_003,-16.625,12.875,14.531598091125488,20.110353469848633,-0.26283976435661316,-5.5787553787231445,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Ziguinchor,Zone soudanienne,94.95609,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_004,-16.375,12.875,4.193243503570557,14.835906028747559,-0.6450167894363403,-10.642662525177002,False,False,faible,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Ziguinchor,Zone soudanienne,122.08641,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_005,-16.125,12.875,7.478145599365234,12.25736141204834,-0.3625067174434662,-4.7792158126831055,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Sédhiou,Zone soudanienne,149.21672,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_006,-15.875,12.875,8.670795440673828,10.377242088317871,-0.16162605583667755,-1.706446647644043,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Sédhiou,Zone soudanienne,176.34703,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_007,-15.625,12.875,1.3032475709915161,8.131085395812988,-0.7663553357124329,-6.827837824821472,False,False,faible,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Sédhiou,Zone soudanienne,203.47736,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_008,-15.375,12.875,0.0,8.355328559875488,-0.9131179451942444,-8.355328559875488,False,False,trace,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kolda,Zone soudanienne,230.60765,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_009,-15.125,12.875,0.0,9.868647575378418,-0.9404303431510925,-9.868647575378418,False,False,trace,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kolda,Zone soudanienne,257.73798,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_010,-14.875,12.875,6.150918006896973,9.966269493103027,-0.39377692341804504,-3.8153514862060547,False,False,moderee,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kolda,Zone soudanienne,284.8683,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_011,-14.625,12.875,0.0,10.838176727294922,-0.9096785187721252,-10.838176727294922,False,False,trace,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kolda,Zone soudanienne,311.9986,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_012,-14.375,12.875,0.0,10.70492172241211,-1.0412639379501343,-10.70492172241211,False,False,trace,seche,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kolda,Zone soudanienne,339.1289,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_013,-14.125,12.875,0.0,9.350404739379883,-1.0506744384765625,-9.350404739379883,False,False,trace,seche,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kolda,Zone soudanienne,366.25922,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_014,-13.875,12.875,0.0,10.15832233428955,-1.0564457178115845,-10.15832233428955,False,False,trace,seche,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Tambacounda,Zone soudanienne,393.38953,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_015,-13.625,12.875,0.0,10.071585655212402,-1.0889592170715332,-10.071585655212402,False,False,trace,seche,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Tambacounda,Zone soudanienne,420.51984,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_016,-13.375,12.875,0.0,8.52319049835205,-0.8815572261810303,-8.52319049835205,False,False,trace,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Tambacounda,Zone soudanienne,447.65018,3,plus_intense,Phase_2_pleine
2012-08-26,C3_plus_intense,2012-08-26_002_017,-13.125,12.875,0.0,10.977933883666992,-0.9925459027290344,-10.977933883666992,False,False,trace,normale,2012,8,26,239,Phase_2_pleine,Pleine saison (Juillet-Aout),Kédougou,Zone soudanienne,474.78046,3,plus_intense,Phase_2_pleine
