rank,date,source,total_area_km2,num_pixels_affected,coverage_percent,average_pixel_area_km2,centroid_lat,centroid_lon,centroid_region,centroid_department,centroid_climate_zone,max_intensity_mm,max_intensity_lat,max_intensity_lon,max_intensity_region,max_intensity_department,lat_extent_deg,lon_extent_deg,lat_span_km,intensity_stats_mean_mm,intensity_stats_median_mm,intensity_stats_std_mm,intensity_stats_min_mm,intensity_stats_max_mm,intensity_stats_p25_mm,intensity_stats_p75_mm,intensity_stats_p90_mm,intensity_stats_p95_mm,intensity_stats_p99_mm,intensity_stats_mean_anomaly,intensity_stats_max_anomaly,intensity_stats_extreme_pixels_pct,geometry_metrics_lat_extent,geometry_metrics_lon_extent,geometry_metrics_lat_span_km,shape_metrics_total_area_km2,shape_metrics_equivalent_radius_km,shape_metrics_perimeter_approx_km,shape_metrics_compactness,shape_metrics_elongation,connectivity_num_clusters,connectivity_largest_cluster_size,connectivity_largest_cluster_ratio,connectivity_fragmentation_index,geographic_analysis_total_coordinates,geographic_analysis_valid_coordinates,intensity_density,anomaly_severity,spatial_concentration
120,2022-10-08,CHIRPS,144026.0,192,42.666666666666664,750.1354370117188,13.834826328235362,-15.031285348504438,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,42.85268020629883,12.375,-14.375,Kolda,Médina Yoro Foulah,4.25,4.5,473.10999999999996,15.135593357185522,15.001837253570557,7.546740114732562,2.7521543502807617,42.85268020629883,8.933582544326782,19.612791061401367,22.995018768310548,27.714275169372552,39.11690780639649,3.8563727148546385,7.381436003872174,76.04166666666667,4.25,4.5,473.10999999999996,144026.0,214.1142120361328,1345.3193359375,1.0,0.7846219539642334,3,190,0.9895833333333334,0.015625,192,192,15.170935237134143,3.8563727148546385,0.276028586267109
121,2023-09-04,CHIRPS,181957.21875,242,53.77777777777778,751.8893432617188,13.698014834820697,-13.50969910658549,Tambacounda,Tambacounda,Zone soudano-sahélienne,47.094539642333984,13.625,-13.875,Tambacounda,Tambacounda,4.25,5.25,473.10999999999996,28.8733723498573,28.76562786102295,6.592918033189762,12.420003890991211,47.094539642333984,24.223679065704346,33.52223587036133,38.03951797485352,39.20880908966064,42.75805500030518,2.530777966238917,4.65490470376272,26.859504132231404,4.25,5.25,473.10999999999996,181957.21875,240.6632080078125,1512.131591796875,1.0,1.482973575592041,4,234,0.9669421487603306,0.01652892561983471,242,242,28.89144610689032,2.530777966238917,0.12983697907553737
122,2020-10-04,CHIRPS,142089.078125,190,42.22222222222222,747.8372802734375,14.797692796678538,-13.476587830263622,Tambacounda,Goudiry,Zone soudano-sahélienne,21.329618453979492,13.125,-12.125,Tambacounda,Goudiry,4.0,4.5,445.28,10.800430282793547,10.56195068359375,3.393028987813914,4.594965934753418,21.329618453979492,8.514886140823364,12.93799114227295,14.927440643310547,16.542431449890135,19.66151782989501,3.2156042102175117,7.769036163899835,39.473684210526315,4.0,4.5,445.28,142089.078125,212.66958618164062,1336.242431640625,1.0000001192092896,1.1834070682525635,3,182,0.9578947368421052,0.015789473684210527,190,190,10.812463381432547,3.2156042102175117,0.17693056907147864
123,2016-07-21,CHIRPS,164003.15625,219,48.666666666666664,748.8728637695312,14.502533584806645,-14.948487779389893,Kaffrine,Koungheul,Zone soudano-sahélienne,48.7398796081543,12.375,-16.125,Sédhiou,Goudomp,4.25,5.5,473.10999999999996,24.351213836234454,23.939943313598633,7.081035926662136,7.967841625213623,48.7398796081543,20.155125617980957,27.18820571899414,32.132180023193364,36.29693794250488,46.10414978027343,3.100252877804471,6.465361971726609,44.29223744292238,4.25,5.5,473.10999999999996,164003.15625,228.4815673828125,1435.592041015625,1.0,0.898764967918396,3,207,0.9452054794520548,0.0136986301369863,219,219,24.37437418906633,3.100252877804471,0.15664393527618614
124,2013-07-21,CHIRPS,159208.84375,213,47.333333333333336,747.4593505859375,14.949474630837452,-14.550690852316608,Kaffrine,Koungheul,Zone soudano-sahélienne,37.86580276489258,12.375,-16.625,Ziguinchor,Oussouye,4.25,5.25,473.10999999999996,20.74428605809458,21.105867385864258,6.169439325162355,7.925976753234863,37.86580276489258,15.582630157470703,24.75283432006836,29.0442626953125,30.803007125854492,34.03258407592774,3.051901211153196,6.4199876122341,42.25352112676056,4.25,5.25,473.10999999999996,159208.84375,225.1171875,1414.4530029296875,1.0000001192092896,1.1418328285217285,4,182,0.8544600938967136,0.018779342723004695,213,213,20.761119394037785,3.051901211153196,0.16919982253047827
125,2003-06-28,CHIRPS,142204.8125,190,42.22222222222222,748.4464111328125,14.489923782931653,-13.920785284237217,Tambacounda,Koumpentoum,Zone soudano-sahélienne,28.97322654724121,13.375,-16.625,Ziguinchor,Bignona,4.25,5.75,473.10999999999996,14.837284923854627,15.098120212554932,6.18435894667305,1.3844637870788574,28.97322654724121,10.125857591629028,18.754267692565918,23.232270622253417,25.089452934265136,27.31267141342161,3.3562762743161962,11.409451080842045,34.73684210526316,4.25,5.75,473.10999999999996,142204.8125,212.75619506835938,1336.78662109375,0.9999999403953552,1.153740644454956,10,154,0.8105263157894737,0.05263157894736842,190,190,14.861284571098562,3.3562762743161962,0.23738024536626012
126,2004-09-16,CHIRPS,152468.34375,203,45.111111111111114,751.0755615234375,13.867041184793493,-15.063557720408866,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,56.38066482543945,13.875,-16.625,Fatick,Foundiougne,4.0,5.0,445.28,28.806823143230872,27.872709274291992,9.989091713267491,11.011885643005371,56.38066482543945,20.68062686920166,35.51479148864746,41.47322158813477,45.06047134399414,53.51971115112302,3.1701076992897588,6.239754333172365,51.724137931034484,4.0,5.0,445.28,152468.34375,220.30020141601562,1384.18701171875,1.0000001192092896,1.1610726118087769,3,201,0.9901477832512315,0.014778325123152709,203,203,28.83584366783268,3.1701076992897588,0.19715188362913882
127,1985-07-24,CHIRPS,151937.90625,203,45.111111111111114,748.4625854492188,14.624964849311056,-13.183825757245238,Tambacounda,Goudiry,Zone soudano-sahélienne,39.41359329223633,12.375,-12.375,Kédougou,Kédougou,4.25,5.25,473.10999999999996,21.96116227117078,21.150232315063477,5.437269096176335,11.875594139099121,39.41359329223633,18.000606536865234,25.190510749816895,29.850449752807616,32.19376831054687,36.087679977416975,2.8023570390167434,5.22945490927477,34.48275862068966,4.25,5.25,473.10999999999996,151937.90625,219.91665649414062,1381.777099609375,1.0000001192092896,1.022847294807434,5,185,0.9113300492610837,0.024630541871921183,203,203,21.9825013587277,2.8023570390167434,0.13891794154163173
128,2002-10-09,CHIRPS,138845.1875,186,41.333333333333336,746.4794921875,15.364871184639894,-14.784283228723748,Louga,Linguère,Zone soudano-sahélienne,22.278709411621094,15.625,-15.375,Louga,Linguère,4.25,5.75,473.10999999999996,10.61987877276636,10.719164848327637,3.9348100858808417,1.7116341590881348,22.278709411621094,8.213742971420288,12.950098276138306,15.603387832641602,17.096569061279297,20.862561988830574,5.643927258243542,15.493716413901854,83.87096774193549,4.25,5.75,473.10999999999996,138845.1875,210.2279510498047,1320.9012451171875,1.0,1.7127816677093506,4,182,0.978494623655914,0.021505376344086023,186,186,10.623506488598627,5.643927258243542,0.2088002413638972
129,1998-10-31,CHIRPS,139263.328125,186,41.333333333333336,748.7276000976562,14.496248116255854,-15.023440669132041,Kaffrine,Koungheul,Zone soudano-sahélienne,11.111459732055664,12.375,-14.375,Kolda,Médina Yoro Foulah,4.25,5.75,473.10999999999996,4.074530047755087,3.6370432376861572,2.258473097883673,0.374266654253006,11.111459732055664,2.5114641189575195,5.384188413619995,7.399134159088135,8.408999919891357,10.374163246154788,5.5169373653963305,15.254814856305368,74.19354838709677,4.25,5.75,473.10999999999996,139263.328125,210.54428100585938,1322.8887939453125,0.9999999403953552,1.506091594696045,10,171,0.9193548387096774,0.053763440860215055,186,186,4.07981987710601,5.5169373653963305,0.30552647027771873
130,1996-06-15,CHIRPS,138072.1875,185,41.111111111111114,746.3361206054688,15.031332187984912,-14.38967769630035,Matam,Ranérou,Zone soudano-sahélienne,24.903541564941406,13.125,-16.625,Ziguinchor,Bignona,4.0,5.75,445.28,6.730422214881794,6.039495468139648,3.976885477169876,0.6077101826667786,24.903541564941406,3.8543057441711426,8.452991485595703,10.826358222961426,13.095926284790036,22.625288467407223,3.577855377340404,7.856654997768825,58.37837837837838,4.0,5.75,445.28,138072.1875,209.64193725585938,1317.2191162109375,1.0000001192092896,1.9832693338394165,1,185,1.0,0.005405405405405406,185,185,6.744244077332334,3.577855377340404,0.30416613865765507
131,2012-09-29,CHIRPS,139841.34375,186,41.333333333333336,751.835205078125,13.661551561900009,-13.187129119394944,Tambacounda,Tambacounda,Zone soudano-sahélienne,58.910770416259766,12.375,-12.875,Kédougou,Kédougou,3.5,5.75,389.62,27.806184561021865,26.62267017364502,9.862262366942584,7.811524868011475,58.910770416259766,20.337584495544434,34.26488494873047,40.46894073486328,45.11924934387207,50.01446208953859,4.251872057572541,7.184336790088574,82.79569892473118,3.5,5.75,389.62,139841.34375,210.9807586669922,1325.6312255859375,1.0000001192092896,1.30398690700531,7,180,0.967741935483871,0.03763440860215054,186,186,27.830909968085827,4.251872057572541,0.20132346609962548
132,1991-06-03,CHIRPS,137881.96875,184,40.888888888888886,749.3585205078125,14.012783900142216,-12.594572327466015,Tambacounda,Goudiry,Zone soudano-sahélienne,27.929153442382812,14.125,-12.625,Tambacounda,Goudiry,4.25,3.5,473.10999999999996,13.426246133187544,14.638155460357666,7.195906603755839,1.0000137090682983,27.929153442382812,6.632984399795532,18.833739757537842,21.447180938720706,25.32476119995117,27.52889263153076,5.654856937065527,20.0,83.15217391304348,4.25,3.5,473.10999999999996,137881.96875,209.49746704101562,1316.3114013671875,1.0000001192092896,0.6931928992271423,2,172,0.9347826086956522,0.010869565217391304,184,184,13.46100568155532,5.654856937065527,0.3061838538806567
133,2010-05-25,CHIRPS,138424.984375,184,40.888888888888886,752.3096923828125,13.10304276319021,-12.851103815801014,Tambacounda,Tambacounda,Zone soudanienne,20.897682189941406,12.625,-11.875,Kédougou,Saraya,4.25,5.75,473.10999999999996,5.536443044633969,3.9003952741622925,5.384913770629532,0.10493619740009308,20.897682189941406,0.8284381330013275,8.510115385055542,14.675209712982179,16.004285526275634,17.984277172088607,3.779022533208738,11.239548711010666,63.04347826086956,4.25,5.75,473.10999999999996,138424.984375,209.9095916748047,1318.90087890625,1.0000001192092896,1.8348548412322998,4,178,0.967391304347826,0.021739130434782608,184,184,5.5510592944782005,3.779022533208738,0.5285124074790892
134,2019-10-07,CHIRPS,139148.953125,185,41.111111111111114,752.156494140625,13.536043652302055,-13.151777664352927,Tambacounda,Tambacounda,Zone soudano-sahélienne,30.201765060424805,12.625,-16.625,Ziguinchor,Oussouye,3.75,5.25,417.45,17.458729767155003,18.19809341430664,6.121379236465143,3.3268442153930664,30.201765060424805,13.357648849487305,21.854955673217773,25.30103302001953,27.353231811523436,29.15465766906738,3.7924936491739265,8.65548810145881,58.91891891891892,3.75,5.25,417.45,139148.953125,210.45779418945312,1322.3453369140625,1.0000001192092896,1.313790202140808,3,173,0.9351351351351351,0.016216216216216217,185,185,17.47576760986565,3.7924936491739265,0.20021392676164806
135,1999-07-01,CHIRPS,148190.765625,198,44.0,748.438232421875,14.717459550100386,-12.961943737308864,Tambacounda,Bakel,Zone soudano-sahélienne,39.966094970703125,12.375,-11.375,Kédougou,Saraya,4.25,5.5,473.10999999999996,18.165781310110383,18.405357360839844,6.382186711211029,5.5281805992126465,39.966094970703125,13.549105405807495,21.6705584526062,25.900278663635255,28.496616554260235,34.54030841827393,3.4563337133017638,8.078053219532642,52.525252525252526,4.25,5.5,473.10999999999996,148190.765625,217.1879119873047,1364.6319580078125,0.9999998807907104,1.3183807134628296,2,180,0.9090909090909091,0.010101010101010102,198,198,18.17760532312746,3.4563337133017638,0.19636054407349968
136,1999-10-27,CHIRPS,138141.765625,184,40.888888888888886,750.7704467773438,13.38875818906186,-13.665788695522622,Tambacounda,Tambacounda,Zone soudanienne,26.405664443969727,12.375,-14.125,Kolda,Médina Yoro Foulah,4.25,5.25,473.10999999999996,6.364281655653663,5.323899507522583,4.6335026112394475,0.6566240787506104,26.405664443969727,2.624325156211853,9.524250507354736,12.44791841506959,15.299014568328857,19.169510192871073,3.3453204387139617,7.809062885149717,49.45652173913044,4.25,5.25,473.10999999999996,138141.765625,209.6947479248047,1317.551025390625,0.9999999403953552,0.9694566130638123,13,111,0.6032608695652174,0.07065217391304347,184,184,6.385999165889064,3.3453204387139617,0.3955143628290616
137,2019-10-08,CHIRPS,138053.265625,184,40.888888888888886,750.2894897460938,13.869764597860181,-13.78135732264771,Tambacounda,Tambacounda,Zone soudano-sahélienne,42.53788757324219,12.375,-14.625,Kolda,Médina Yoro Foulah,4.25,4.25,473.10999999999996,14.356537723022958,12.865356922149658,7.668239377404863,2.422366142272949,42.53788757324219,9.020463943481445,18.754308223724365,23.703571510314948,27.240497684478754,37.286210060119586,3.662101480869121,7.434713677648501,59.23913043478261,4.25,4.25,473.10999999999996,138053.265625,209.62757873535156,1317.12890625,1.0,0.9880581498146057,4,179,0.9728260869565217,0.021739130434782608,184,184,14.385266441273028,3.662101480869121,0.2929663241179796
138,1999-08-14,CHIRPS,212272.328125,283,62.888888888888886,750.0789184570312,14.138311750748118,-14.242516449997662,Tambacounda,Koumpentoum,Zone soudano-sahélienne,54.04110336303711,12.875,-16.625,Ziguinchor,Bignona,4.25,5.25,473.10999999999996,27.00731546044771,26.141027450561523,7.335694784608507,11.781922340393066,54.04110336303711,22.090410232543945,31.38813304901123,36.71996154785156,39.61478996276855,48.98242736816406,2.529552562059895,6.167181998037922,27.208480565371026,4.25,5.25,473.10999999999996,212272.328125,259.9391784667969,1633.24609375,1.0,1.1152327060699463,2,280,0.9893992932862191,0.007067137809187279,283,283,27.034152642503635,2.529552562059895,0.15076539550558943
139,2005-09-26,CHIRPS,139138.6875,185,41.111111111111114,752.1010131835938,13.391167107200136,-13.054485891240423,Tambacounda,Tambacounda,Zone soudanienne,73.0039291381836,12.625,-13.125,Kédougou,Salémata,4.0,5.75,445.28,33.62327954575822,31.17797088623047,16.410990739494082,7.686941146850586,73.0039291381836,19.536664962768555,47.00453186035156,56.34063949584961,63.39706726074218,70.33112457275391,4.38678686135634,8.654433273235817,74.05405405405405,4.0,5.75,445.28,139138.6875,210.45004272460938,1322.296630859375,1.0,1.3927271366119385,5,175,0.9459459459459459,0.02702702702702703,185,185,33.67973205945386,4.38678686135634,0.2777612926422699
140,1999-10-08,CHIRPS,137023.796875,182,40.44444444444444,752.8779907226562,13.12380154488181,-13.951518708420993,Tambacounda,Tambacounda,Zone soudanienne,64.98664855957031,12.375,-14.125,Kolda,Médina Yoro Foulah,4.25,5.25,473.10999999999996,20.463183151496636,19.446048736572266,10.97823807392075,2.3931515216827393,64.98664855957031,13.23261022567749,25.87781000137329,30.71295585632324,40.39870491027827,56.77876049041747,3.753579354644515,7.75883974805678,73.62637362637362,4.25,5.25,473.10999999999996,137023.796875,208.84449768066406,1312.208740234375,1.0000001192092896,1.4826054573059082,6,158,0.8681318681318682,0.03296703296703297,182,182,20.49960275402383,3.753579354644515,0.28505897478730424
141,1993-09-22,CHIRPS,144355.53125,193,42.888888888888886,747.9561157226562,14.862724077004309,-15.071617686323217,Kaffrine,Koungheul,Zone soudano-sahélienne,44.96864700317383,15.375,-14.125,Matam,Ranérou,4.25,5.75,473.10999999999996,25.57477230605684,25.866626739501953,7.819933911962491,9.692132949829102,44.96864700317383,20.120372772216797,30.121997833251953,35.96759262084961,39.72654800415038,42.08455795288085,3.693889492885348,7.6777955246120975,60.10362694300518,4.25,5.75,473.10999999999996,144355.53125,214.35902404785156,1346.8575439453125,0.9999999403953552,1.1016426086425781,4,188,0.9740932642487047,0.02072538860103627,193,193,25.591090717577316,3.693889492885348,0.17423275348199496
142,1994-07-21,CHIRPS,146389.484375,195,43.333333333333336,750.71533203125,14.002904174867364,-13.479772992227245,Tambacounda,Tambacounda,Zone soudano-sahélienne,45.82868957519531,13.875,-14.625,Kaffrine,Malem-Hodar,4.25,4.75,473.10999999999996,25.319383924435346,24.86725425720215,7.4808145397587085,9.920208930969238,45.82868957519531,20.178898811340332,29.913835525512695,34.922404479980464,39.58620643615721,45.24938217163086,2.983301439353637,5.663427577407566,46.15384615384615,4.25,4.75,473.10999999999996,146389.484375,215.8638916015625,1356.3128662109375,1.0,0.9787701964378357,2,194,0.9948717948717949,0.010256410256410256,195,195,25.340697445757407,2.983301439353637,0.1655372075496786
143,2005-07-06,CHIRPS,142304.515625,189,42.0,752.9339599609375,13.333615799344903,-14.215233291689028,Tambacounda,Tambacounda,Zone soudanienne,46.09601974487305,12.625,-15.375,Kolda,Kolda,4.25,5.75,473.10999999999996,26.016321182250977,25.487455368041992,7.929506205082368,8.29749584197998,46.09601974487305,20.273710250854492,31.618553161621094,36.296905517578125,40.60454483032226,44.227510681152346,2.8836954385176568,4.672282290120303,40.74074074074074,4.25,5.75,473.10999999999996,142304.515625,212.8307647705078,1337.255126953125,1.0000001192092896,1.8018299341201782,6,181,0.9576719576719577,0.031746031746031744,189,189,26.037931232271767,2.8836954385176568,0.1731174284318966
144,2021-10-30,CHIRPS,136016.5,181,40.22222222222222,751.4723510742188,13.250077148647158,-14.253059471559048,Tambacounda,Tambacounda,Zone soudanienne,22.595510482788086,12.375,-15.375,Sédhiou,Bounkiling,4.25,5.25,473.10999999999996,6.0660279449178365,5.836185932159424,4.27458954609776,0.33679744601249695,22.595510482788086,2.0553719997406006,8.550204277038574,10.91130256652832,13.982897758483887,18.717237472534173,4.034153541666682,7.858067213481619,74.03314917127072,4.25,5.25,473.10999999999996,136016.5,208.07545471191406,1307.376708984375,0.9999999403953552,1.3387444019317627,9,125,0.6906077348066298,0.049723756906077346,181,181,6.084897142758218,4.034153541666682,0.3868757068139752
145,2020-06-15,CHIRPS,135283.375,181,40.22222222222222,747.4219360351562,14.525956746387168,-12.568238822573516,Tambacounda,Goudiry,Zone soudano-sahélienne,38.820159912109375,13.875,-12.375,Tambacounda,Goudiry,4.0,4.0,445.28,16.10940915181492,13.072035789489746,11.149075232424124,1.1133902072906494,38.820159912109375,6.342837333679199,25.183156967163086,32.96914291381836,34.87043380737305,38.215170288085936,4.637382850750327,6.924743711463722,83.97790055248619,4.0,4.0,445.28,135283.375,207.51394653320312,1303.8486328125,0.9999999403953552,1.089027762413025,1,181,1.0,0.0055248618784530384,181,181,16.157424193967234,4.637382850750327,0.3934138514702703
146,1999-06-06,CHIRPS,136098.953125,181,40.22222222222222,751.9279174804688,13.55016322354743,-13.880587614533887,Tambacounda,Tambacounda,Zone soudano-sahélienne,26.255624771118164,12.375,-11.875,Kédougou,Kédougou,3.75,5.25,417.45,12.87403139620196,13.879973411560059,5.362140304828283,2.2503700256347656,26.255624771118164,8.630488395690918,16.70386505126953,18.981407165527344,21.4930362701416,24.773170471191392,3.005008199329818,5.749892392962004,40.331491712707184,3.75,5.25,417.45,136098.953125,208.13851928710938,1307.77294921875,0.9999998807907104,1.5016595125198364,3,179,0.988950276243094,0.016574585635359115,181,181,12.890162478100256,3.005008199329818,0.23703839166794483
147,2000-10-13,CHIRPS,134866.40625,180,40.0,749.2578125,14.243968533649184,-14.605130317624587,Kaffrine,Koungheul,Zone soudano-sahélienne,26.47039031982422,14.875,-16.875,Thiès,Tivaouane,4.25,5.75,473.10999999999996,9.113910563786824,8.664970874786377,4.9967381987180515,1.3810425996780396,26.47039031982422,5.53979766368866,11.343782424926758,16.738475418090818,19.38584251403807,23.778633193969743,3.2815255141246844,10.445561894110686,45.55555555555556,4.25,5.75,473.10999999999996,134866.40625,207.1938934326172,1301.837646484375,1.0,1.6571056842803955,10,110,0.6111111111111112,0.05555555555555555,180,180,9.129912404731606,3.2815255141246844,0.2974202212187911
148,2003-10-22,CHIRPS,134581.5,180,40.0,747.6749877929688,14.48458096917233,-13.901079087889558,Tambacounda,Koumpentoum,Zone soudano-sahélienne,17.87049102783203,12.625,-14.125,Kolda,Médina Yoro Foulah,4.25,5.5,473.10999999999996,5.204582598143154,4.298630237579346,3.2825977854418373,0.9962576031684875,17.87049102783203,3.127662777900696,6.141597509384155,9.716131877899166,11.99395728111267,16.860504150390632,3.7217663692449756,8.053142340680154,50.0,4.25,5.5,473.10999999999996,134581.5,206.9749298095703,1300.4619140625,0.9999998807907104,1.231833815574646,7,112,0.6222222222222222,0.03888888888888889,180,180,5.218406672051296,3.7217663692449756,0.3156165488966969
149,1989-08-24,CHIRPS,151908.765625,203,45.111111111111114,748.3190307617188,14.797392707210669,-15.255946674955316,Kaffrine,Koungheul,Zone soudano-sahélienne,84.86627197265625,12.875,-16.625,Ziguinchor,Bignona,4.25,4.5,473.10999999999996,36.01431891248731,33.194923400878906,12.825809789404259,14.200054168701172,84.86627197265625,26.667110443115234,44.118988037109375,54.12250671386719,59.70161132812497,68.64482406616209,3.9493598273943404,7.517216342522536,68.96551724137932,4.25,4.5,473.10999999999996,151908.765625,219.89556884765625,1381.6446533203125,0.9999999403953552,1.0580285787582397,3,201,0.9901477832512315,0.014778325123152709,203,203,36.03168591174423,3.9493598273943404,0.19802538357459953
150,1985-10-31,CHIRPS,134351.359375,179,39.77777777777778,750.5662231445312,13.782207145585721,-14.582470252277423,Tambacounda,Koumpentoum,Zone soudano-sahélienne,15.314692497253418,13.125,-15.375,Kolda,Kolda,4.25,5.25,473.10999999999996,4.833828164545517,4.269445419311523,3.0914608560488217,0.29739296436309814,15.314692497253418,2.4994455575942993,6.877295255661011,9.048457336425788,10.733657836914062,12.978491954803465,4.5391382852753575,9.704055475659423,76.53631284916202,4.25,5.25,473.10999999999996,134351.359375,206.79788208007812,1299.3494873046875,0.9999999403953552,1.7185546159744263,5,171,0.9553072625698324,0.027932960893854747,179,179,4.843881452357816,4.5391382852753575,0.354713253367535
151,2000-10-14,CHIRPS,133653.984375,178,39.55555555555556,750.8650512695312,13.526389330227424,-14.88183357757945,Kolda,Kolda,Zone soudano-sahélienne,53.972740173339844,12.375,-16.125,Sédhiou,Goudomp,4.25,5.5,473.10999999999996,14.233368262146296,10.279420375823975,10.816728011412934,1.9507633447647095,53.972740173339844,6.8531047105789185,17.694668292999268,30.65611915588379,38.37998771667481,45.89776466369628,4.1899463902490925,9.398045178679236,65.1685393258427,4.25,5.5,473.10999999999996,133653.984375,206.26046752929688,1295.9727783203125,1.0,1.6644448041915894,6,110,0.6179775280898876,0.033707865168539325,178,178,14.271974029610952,4.1899463902490925,0.3869267084832444
152,2020-09-21,CHIRPS,150153.53125,200,44.44444444444444,750.7676391601562,13.927710362886765,-12.721021001757832,Tambacounda,Goudiry,Zone soudano-sahélienne,54.76445388793945,13.375,-12.625,Tambacounda,Goudiry,4.25,4.5,473.10999999999996,27.017156434059142,24.78387451171875,8.540013707632621,10.660609245300293,54.76445388793945,21.3090238571167,32.548431396484375,38.428765487670894,42.79678573608397,48.21345001220701,3.4317017000594188,6.286818801455375,59.0,4.25,4.5,473.10999999999996,150153.53125,218.62147521972656,1373.6392822265625,1.0000001192092896,0.845772922039032,3,197,0.985,0.015,200,200,27.046121950913506,3.4317017000594188,0.17670472743782195
153,2020-09-19,CHIRPS,147049.296875,196,43.55555555555556,750.2515258789062,14.047741417001353,-15.004239721941472,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,48.23062515258789,13.625,-14.375,Tambacounda,Tambacounda,4.25,3.75,473.10999999999996,26.260931817852722,24.890429496765137,8.003919020683258,11.609976768493652,48.23062515258789,20.309603214263916,30.79570960998535,39.07883644104004,41.466773986816406,46.52210235595705,3.108718867666023,5.877920859829703,47.44897959183673,4.25,3.75,473.10999999999996,147049.296875,216.3498077392578,1359.365966796875,1.0000001192092896,0.7366730570793152,2,195,0.9948979591836735,0.01020408163265306,196,196,26.29215900169245,3.108718867666023,0.16906055333855363
154,2002-09-08,CHIRPS,171054.203125,228,50.666666666666664,750.2377319335938,14.039327182494345,-13.15320635517065,Tambacounda,Goudiry,Zone soudano-sahélienne,45.36274337768555,12.875,-14.625,Kolda,Médina Yoro Foulah,4.25,5.25,473.10999999999996,24.010077472318684,23.046159744262695,8.003113687747312,11.016487121582031,45.36274337768555,17.56226396560669,29.456083297729492,35.95426864624024,37.74424209594726,45.09265518188476,2.57523085070187,4.763848121487868,21.92982456140351,4.25,5.25,473.10999999999996,171054.203125,233.3414764404297,1466.1278076171875,0.9999998807907104,0.9251895546913147,3,226,0.9912280701754386,0.013157894736842105,228,228,24.04046210845534,2.57523085070187,0.18885613100232335
155,2020-07-17,CHIRPS,139104.5,185,41.111111111111114,751.9161987304688,13.517592842740342,-14.230611498317586,Tambacounda,Tambacounda,Zone soudano-sahélienne,76.3482894897461,12.375,-14.875,Kolda,Kolda,4.0,5.25,445.28,30.39817325488941,27.00851821899414,13.12087700964044,10.649992942810059,76.3482894897461,20.597511291503906,37.083961486816406,49.10169372558593,58.22348937988279,70.70071166992187,3.3902982336261656,7.150823919691847,55.13513513513514,4.0,5.25,445.28,139104.5,210.42417907714844,1322.1341552734375,1.0,1.4788529872894287,2,180,0.972972972972973,0.010810810810810811,185,185,30.439233067758483,3.3902982336261656,0.2308821133543275
156,1991-10-09,CHIRPS,131099.578125,175,38.888888888888886,749.1404418945312,14.394062855360591,-14.208446531871548,Tambacounda,Koumpentoum,Zone soudano-sahélienne,28.409940719604492,12.375,-15.875,Sédhiou,Goudomp,4.25,5.75,473.10999999999996,10.988649057660783,11.097076416015625,4.281217165159156,2.359652519226074,28.409940719604492,7.6306657791137695,13.897277355194092,15.848746871948242,17.09416160583496,21.859222145080558,3.6806346845046236,9.92454484162049,51.42857142857143,4.25,5.75,473.10999999999996,131099.578125,204.27992248535156,1283.5286865234375,1.0,1.2014254331588745,7,165,0.9428571428571428,0.04,175,175,11.001491229912139,3.6806346845046236,0.21776181102771486
157,2006-09-02,CHIRPS,139687.25,187,41.55555555555556,746.9906616210938,15.00128086867761,-15.087433440434094,Kaffrine,Koungheul,Zone soudano-sahélienne,73.2702865600586,13.875,-16.625,Fatick,Foundiougne,3.25,5.75,361.78999999999996,27.249279078315286,21.486265182495117,13.537383227113644,11.535268783569336,73.2702865600586,18.41719913482666,30.83624839782715,47.88348464965821,60.004896926879866,65.90683090209959,3.2428710079408245,7.161711583991408,41.711229946524064,3.25,5.75,361.78999999999996,139687.25,210.86448669433594,1324.900634765625,1.0,1.630791425704956,2,182,0.9732620320855615,0.0106951871657754,187,187,27.28621623166732,3.2428710079408245,0.2508749066987408
158,1997-05-31,CHIRPS,131389.734375,175,38.888888888888886,750.7984619140625,13.5934503109844,-13.420296134585238,Tambacounda,Tambacounda,Zone soudano-sahélienne,23.199052810668945,13.375,-13.875,Tambacounda,Tambacounda,4.25,4.0,473.10999999999996,8.90212434734617,8.820469856262207,5.552396943529254,0.7075607180595398,23.199052810668945,3.6693856716156006,12.452118396759033,16.836459732055665,18.465995025634765,20.071417388916004,3.2282221041241232,6.223925837183968,53.142857142857146,4.25,4.0,473.10999999999996,131389.734375,204.505859375,1284.9482421875,1.0000001192092896,1.0228861570358276,3,160,0.9142857142857143,0.017142857142857144,175,175,8.924940221066946,3.2282221041241232,0.35723174110508604
159,2001-09-07,CHIRPS,189683.0625,253,56.22222222222222,749.7354125976562,14.358525364370543,-14.646464278278035,Kaffrine,Koungheul,Zone soudano-sahélienne,34.67162322998047,13.875,-16.625,Fatick,Foundiougne,4.25,5.75,473.10999999999996,22.461997243255496,22.366647720336914,4.020886798669065,10.877625465393066,34.67162322998047,20.408111572265625,24.809755325317383,27.35639343261719,28.753390502929683,32.412324523925776,2.29063451275707,4.8812185176063645,11.857707509881424,4.25,5.75,473.10999999999996,189683.0625,245.71932983398438,1543.900146484375,1.0,1.1315745115280151,4,246,0.9723320158102767,0.015810276679841896,253,253,22.473745430711105,2.29063451275707,0.09878689897192339
