k,Inertie,Silhouette,Davies-Bouldin,Gap,Gap_std,Méthode(s)
2,201551936.0,0.07768239825963974,3.362577481778251,1.1371451407922883,0.0037299190875018633,
3,193318304.0,0.07018972933292389,3.3875398063152264,1.1633594117420927,0.004444360580662808,
4,187698528.0,0.06650339066982269,3.506574697703117,1.1802858509201393,0.004219794939362083,coude
5,183033440.0,0.07454562932252884,3.204381520557445,1.1985372453065004,0.0019158895708758015,
6,179196064.0,0.07539289444684982,3.287243051995453,1.2095110049191007,0.0058968848212338386,
7,174942016.0,0.08589476346969604,2.9172175470476867,1.2265675637199358,0.003797758222469488,
8,171402016.0,0.08703085780143738,2.8218198277629822,1.2426758130973568,0.0018747457494369194,Davies-Bouldin
9,166986512.0,0.0953422412276268,3.060927967568962,1.2623269379877478,0.002449458504549983,
10,163753312.0,0.09782575070858002,2.9422304894900355,1.2756958827491154,0.003104520050501356,silhouette | Gap
