date,phase,cluster,max_precip,mean_precip,coverage_percent,max_anomaly,mean_anomaly,year,month,day_of_year
2020-10-08,Phase_3_fin,3,27.537,14.005057564321554,23.556,6.733,2.8672251147801417,2020,10,282
2012-09-20,Phase_3_fin,1,37.238,23.84185508512101,23.556,5.158,3.0015890489072854,2012,9,264
2011-10-30,Phase_3_fin,2,11.5,5.817156428382511,23.333,5.786,3.554061525214487,2011,10,303
2003-09-16,Phase_3_fin,1,57.728,26.588963326953703,23.333,4.393,3.006830550270664,2003,9,259
1987-10-12,Phase_3_fin,0,32.79,17.173620743247177,23.111,6.684,4.132309243955708,1987,10,285
2019-09-19,Phase_3_fin,1,37.399,21.20689614919516,23.111,4.014,2.510048340503668,2019,9,262
1989-10-25,Phase_3_fin,3,25.604,4.714208759150459,22.889,8.068,3.460478478833241,1989,10,298
1999-10-16,Phase_3_fin,4,28.914,9.031671381691128,22.889,5.398,2.819414310848686,1999,10,289
2013-09-28,Phase_3_fin,1,21.905,15.061204484365518,22.889,5.354,3.1990052464823022,2013,9,271
2022-09-19,Phase_3_fin,3,36.56,22.27380792767394,22.667,5.414,3.4008570343062248,2022,9,262
2014-09-17,Phase_3_fin,1,48.328,25.787238311767577,22.222,6.781,3.8858380320067822,2014,9,260
2014-09-26,Phase_3_fin,1,45.731,20.86185480117798,22.222,4.866,2.9485973216382844,2014,9,269
2008-10-21,Phase_3_fin,2,20.557,8.421917949059997,22.0,10.057,3.934881442568908,2008,10,295
2020-09-24,Phase_3_fin,3,38.02,19.320421729424982,22.0,7.11,2.971984129075059,2020,9,268
2000-09-17,Phase_3_fin,3,65.395,30.639070973251805,22.0,4.721,2.9743736584209945,2000,9,261
2003-10-31,Phase_3_fin,1,19.233,7.298955170779812,21.778,8.127,3.707035015740037,2003,10,304
1986-09-26,Phase_3_fin,1,24.203,15.520397458757673,21.778,6.612,3.3407355614654035,1986,9,269
2010-10-16,Phase_3_fin,2,19.378,5.682318266557187,21.778,4.4,2.7989738147413843,2010,10,289
2005-10-29,Phase_3_fin,3,15.053,3.9742982147895183,21.556,5.732,3.367610047233722,2005,10,302
2008-09-30,Phase_3_fin,2,34.561,19.60433990439189,21.556,5.176,2.688747834588465,2008,9,274
2000-09-18,Phase_3_fin,3,32.291,18.27363911271096,21.333,5.054,2.843466362999139,2000,9,262
2013-09-13,Phase_3_fin,1,28.152,20.05433041850726,21.333,4.585,2.857281670757765,2013,9,256
1986-10-22,Phase_3_fin,1,12.822,3.613810652180722,21.111,10.274,4.438133516091087,1986,10,295
2012-09-06,Phase_3_fin,1,46.88,32.03151064421001,21.111,4.877,2.923736899751773,2012,9,250
2000-10-12,Phase_3_fin,3,30.927,12.313049250460686,20.889,10.262,3.716688595574544,2000,10,286
2014-09-09,Phase_3_fin,1,39.276,21.08920202863977,20.889,4.302,2.662196751106252,2014,9,252
2008-10-03,Phase_3_fin,2,25.629,10.919887445306266,20.667,4.694,2.572665997592176,2008,10,277
1994-09-19,Phase_3_fin,1,39.925,25.39960779314456,20.444,3.422,2.447595740484008,1994,9,262
2014-10-29,Phase_3_fin,1,21.445,8.501396985848745,20.0,11.435,5.5207589423627805,2014,10,302
1987-10-13,Phase_3_fin,0,15.451,6.073980606926812,20.0,6.365,3.082230323015388,1987,10,286
2013-09-07,Phase_3_fin,1,32.867,19.735960292816163,20.0,5.09,2.673468776603868,2013,9,250
2023-10-06,Phase_3_fin,0,45.84,20.108692412906223,20.0,4.786,3.0131500487324083,2023,10,279
2012-09-27,Phase_3_fin,1,33.353,17.3289534356859,20.0,4.23,2.7117810647886427,2012,9,271
2005-10-05,Phase_3_fin,1,26.461,14.13112055460612,20.0,3.941,2.645048336352691,2005,10,278
1993-10-26,Phase_3_fin,1,24.599,7.950559003786608,19.556,7.195,3.264548346950661,1993,10,299
2017-09-23,Phase_3_fin,1,41.863,20.996706420725044,19.556,5.194,2.9943180977782364,2017,9,266
1993-09-27,Phase_3_fin,1,19.488,13.028366413983433,19.556,3.717,2.599163588135111,1993,9,270
1997-10-18,Phase_3_fin,0,8.392,4.274324593872859,19.333,7.473,3.952852427663339,1997,10,291
2000-10-02,Phase_3_fin,3,33.796,16.396462139041944,19.333,5.978,3.1285887114774686,2000,10,276
2020-09-04,Phase_3_fin,3,34.27,20.387667655944824,19.333,4.916,3.106039091805055,2020,9,248
1983-09-11,Phase_3_fin,3,50.653,26.81386676876024,19.333,3.691,2.619838290248817,1983,9,254
2014-10-27,Phase_3_fin,1,23.381,10.233331522276234,19.111,6.701,3.694926210952023,2014,10,300
1994-09-29,Phase_3_fin,1,35.601,21.08367728078088,19.111,3.955,2.574593578125057,1994,9,272
2009-09-22,Phase_3_fin,1,43.829,18.77172963563786,19.111,3.734,2.504604544069095,2009,9,265
2013-10-28,Phase_3_fin,1,19.087,9.211077378076666,18.889,8.345,4.238728680723887,2013,10,301
2000-10-03,Phase_3_fin,3,26.993,12.241144943237304,18.889,7.571,3.361706616463163,2000,10,277
2015-10-12,Phase_3_fin,0,24.946,11.907712507247926,18.889,7.02,3.831900398437962,2015,10,285
2017-10-12,Phase_3_fin,1,13.753,6.277581320089452,18.889,5.394,3.2024294497301184,2017,10,285
1997-09-04,Phase_3_fin,0,43.161,27.30700211244471,18.889,4.791,2.7888543585331096,1997,9,247
1997-09-10,Phase_3_fin,0,41.409,26.886034000621123,18.889,3.883,2.570992756766404,1997,9,253
2000-09-04,Phase_3_fin,3,28.345,19.14963042315315,18.889,3.725,2.437401096347491,2000,9,248
2010-09-28,Phase_3_fin,2,21.153,15.735824764476105,18.889,3.525,2.4833844849034885,2010,9,271
2013-10-30,Phase_3_fin,1,32.549,8.937592662516094,18.667,13.407,3.99072181286764,2013,10,303
2000-09-22,Phase_3_fin,3,31.827,21.07464900470915,18.667,6.05,3.35420504537145,2000,9,266
1994-10-29,Phase_3_fin,1,29.183,12.03513546162341,18.444,10.75,5.47970496774699,1994,10,302
1983-10-24,Phase_3_fin,3,9.615,4.04134170405836,18.444,8.21,4.724197326543005,1983,10,297
2000-10-17,Phase_3_fin,3,25.37,11.30553487122777,18.444,7.982,4.515959583019105,2000,10,291
2012-10-29,Phase_3_fin,1,13.027,6.441581342593733,18.444,7.802,4.4375673195980685,2012,10,303
1984-10-29,Phase_3_fin,3,5.543,1.728593504213425,18.444,7.494,3.7994430147358784,1984,10,303
1984-10-05,Phase_3_fin,3,22.668,9.254062606627684,18.444,6.539,3.4353885397867887,1984,10,279
2020-10-03,Phase_3_fin,3,19.927,9.451580708285412,18.444,4.477,2.8994032561805234,2020,10,277
2015-09-10,Phase_3_fin,0,46.241,27.07731853622988,18.444,3.865,2.6948854356740743,2015,9,253
2004-09-27,Phase_3_fin,1,18.379,11.938198491751429,18.444,3.432,2.625632246823398,2004,9,271
1984-10-06,Phase_3_fin,3,20.957,11.460336932321876,18.222,5.501,3.0818151926296458,1984,10,280
1998-09-18,Phase_3_fin,4,54.22,26.16346329014476,18.222,5.018,2.822058035736865,1998,9,261
2022-09-17,Phase_3_fin,3,40.593,20.979300103536467,18.222,4.456,2.716145384063684,2022,9,260
2009-10-24,Phase_3_fin,1,20.905,9.31947221988585,18.222,4.058,2.743295328154252,2009,10,297
1993-10-31,Phase_3_fin,1,8.982,3.179647286732992,18.0,12.39,6.032013155758409,1993,10,304
1988-10-30,Phase_3_fin,3,5.937,2.5430364318100023,18.0,10.646,4.893898821550267,1988,10,304
2023-10-13,Phase_3_fin,0,9.852,5.727299805040713,18.0,7.12,3.622331083366796,2023,10,286
2010-09-20,Phase_3_fin,2,51.612,24.15739007643712,18.0,5.448,3.0231724064646865,2010,9,263
1983-09-28,Phase_3_fin,3,38.382,20.3555489718914,17.778,7.081,3.338902033891233,1983,9,271
