k,Inertie,Silhouette,Davies-Bouldin,Gap,Gap_std,Méthode(s)
2,121857512.0,0.06593041867017746,3.6649871595022403,1.0649378276765482,0.005661968005745481,
3,117617712.0,0.06622152030467987,3.5587130899442965,1.0721668050073454,0.006107046282279107,
4,114230640.0,0.06237994506955147,3.51621786878805,1.0825898732898338,0.005609288708292811,
5,110038344.0,0.07783669978380203,3.1688243557382134,1.10629503386982,0.004021916490029308,
6,106647488.0,0.0859907791018486,2.884022440832488,1.1365680285647066,0.0037411531357719936,coude
7,103804256.0,0.09554412961006165,2.9082488344185466,1.1502810313581193,0.0033259709331338724,
8,100245712.0,0.10891319811344147,2.5042749118106142,1.1674093104933831,0.006811740028161528,Davies-Bouldin
9,98459488.0,0.10507912188768387,2.7040845610724076,1.1820111674963663,0.007593161827559244,
10,94814808.0,0.12611237168312073,2.6801257563469014,1.2135199783812318,0.0069512588906712825,silhouette | Gap
