date,rank,year,month,phase,phase_description,day_of_year,coverage_points,coverage_percent,mean_precip,max_precip,min_precip,std_precip,mean_anomaly,max_anomaly,std_anomaly,centroid_lat,centroid_lon,centroid_region,centroid_department,centroid_climate_zone,max_intensity_lat,max_intensity_lon,max_intensity_region,max_intensity_department,lat_extent_deg,lon_extent_deg,lat_extent_km,lon_extent_km,regions_affected,departments_affected,climate_zones_affected,intensity_concentration,spatial_dispersion,anomaly_severity,geographic_validation,cluster
2002-06-13,280,2002,6,Phase_1_debut,Début de saison,164,138,30.667,17.82393714915151,46.794,1.3070794343948364,9.939319943139113,3.1375576664760603,5.89,0.927322406212244,13.502,-12.689,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-12.125,Kédougou,Kédougou,3.75,5.25,417.45,568.2776670595532,9,18,3,0.0094997180803583,705.126954883763,2.945019865265032,PASSED,3
2023-06-01,284,2023,6,Phase_1_debut,Début de saison,152,137,30.444,4.480566862290793,17.842,0.1704877912998199,3.847127234308205,6.492837909401673,20.0,5.265501759785216,14.464,-15.514,Kaolack,Guinguinéo,Zone soudano-sahélienne,14.375,-16.625,Fatick,Fatick,4.25,5.75,473.11,619.8031529985685,11,27,3,0.0126805626782768,779.7365009841253,10.0,PASSED,0
2009-06-19,285,2009,6,Phase_1_debut,Début de saison,170,137,30.444,18.2254225842274,32.045,2.639343976974488,6.745755253695237,3.42425196611366,7.497,1.110509779731616,13.814,-14.375,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.375,-16.625,Ziguinchor,Bignona,4.25,4.5,473.11,486.4515401790959,8,20,3,0.0082992364088753,678.5780452111713,3.74840038537842,PASSED,3
2001-06-08,286,2001,6,Phase_1_debut,Début de saison,159,137,30.444,12.725861977486716,28.798,1.699962139129639,5.994281899256257,3.398618010332602,7.172,0.9603768914803164,13.814,-14.482,Tambacounda,Koumpentoum,Zone soudano-sahélienne,12.875,-15.375,Kolda,Kolda,3.75,5.5,417.45,594.5510496678678,11,28,3,0.0089187640670861,726.4678012728186,3.586027284246436,PASSED,3
1992-05-31,288,1992,5,Phase_1_debut,Début de saison,152,137,30.444,7.081948078461807,19.662,0.3927177488803863,5.1204382689781465,2.7879571082097945,5.171,0.7316394796007081,13.716,-13.206,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.375,-11.625,Tambacounda,Goudiry,4.25,5.0,473.11,540.7268652802758,7,19,3,0.0111150931093213,718.4835456263654,2.5855820921541035,PASSED,3
2021-06-11,291,2021,6,Phase_1_debut,Début de saison,162,136,30.222,10.304411455988884,22.058,1.9842451810836792,4.097077154265354,3.1187073305045065,5.652,0.8724927688121136,14.461,-13.902,Tambacounda,Koumpentoum,Zone soudano-sahélienne,13.375,-11.375,Kédougou,Saraya,3.0,5.25,333.96,565.9152407525784,10,24,3,0.0085153609607467,657.1067897636949,2.825794110337907,PASSED,3
2023-06-14,297,2023,6,Phase_1_debut,Début de saison,165,135,30.0,14.4761038630097,26.395,0.9592031240463256,6.303527140436349,2.685318724730987,6.536,0.5921452247065041,13.764,-13.26,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.875,-13.375,Tambacounda,Tambacounda,3.75,5.0,417.45,540.6176490975735,7,16,3,0.0088119344478514,683.0314474025241,3.2681156605234247,PASSED,0
2001-06-07,309,2001,6,Phase_1_debut,Début de saison,158,133,29.556,17.14283894058457,28.798,4.104886054992676,5.023416791614483,2.854432006963773,5.571,0.7481135403935313,13.136,-13.731,Tambacounda,Tambacounda,Zone soudanienne,12.875,-15.375,Kolda,Kolda,2.5,5.25,278.3,569.1365583275388,7,19,2,0.0081644234141016,633.53555925253,2.785425067221073,PASSED,3
2002-06-06,315,2002,6,Phase_1_debut,Début de saison,157,131,29.111,7.507573398924966,13.463,1.3878202438354492,2.8445543195149887,4.208986819749914,8.743,1.6552050766264497,15.095,-12.971,Matam,Kanel,Zone soudano-sahélienne,13.125,-13.625,Tambacounda,Tambacounda,3.5,3.5,389.62,376.1765792190905,4,10,3,0.0087294551506911,541.5833759708441,4.371498155634407,PASSED,3
1997-06-06,319,1997,6,Phase_1_debut,Début de saison,157,131,29.111,7.248052590675936,32.984,0.7496477365493774,5.867342766898854,2.9530348195955884,5.491,0.7927203171916803,14.206,-14.121,Tambacounda,Koumpentoum,Zone soudano-sahélienne,13.125,-14.625,Kolda,Médina Yoro Foulah,4.25,4.5,473.11,485.62148352199,8,17,3,0.0126358787926179,677.9832503521739,2.745609625740258,PASSED,5
1997-05-26,334,1997,5,Phase_1_debut,Début de saison,146,127,28.222,2.2598197923635874,10.403,0.1277451068162918,2.2714311300206163,3.8879274582598695,11.79,2.077094003836484,13.696,-14.06,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-14.375,Kolda,Médina Yoro Foulah,4.25,5.75,473.11,621.8897190398333,13,29,3,0.0158291554350575,781.3961128310294,5.894859753698497,PASSED,5
1984-06-19,342,1984,6,Phase_1_debut,Début de saison,171,126,28.0,11.694171622632044,24.848,1.399860978126526,5.01501914158788,2.9524521083126487,6.418,0.9199171571868336,14.317,-14.806,Kaffrine,Koungheul,Zone soudano-sahélienne,12.375,-15.875,Sédhiou,Goudomp,4.0,4.0,445.28,431.4498601693869,11,29,3,0.0093961142003241,620.0187602727707,3.2091162226280123,PASSED,4
1984-06-27,349,1984,6,Phase_1_debut,Début de saison,179,125,27.778,16.241260524749755,33.229,5.448194980621338,7.013823423252694,3.1051005499701407,6.481,0.8891188563663773,14.1,-15.134,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,12.375,-15.375,Sédhiou,Bounkiling,3.75,3.75,417.45,404.8731660201926,12,25,3,0.0094919702981861,581.538301565954,3.240402379808591,PASSED,4
1986-05-16,366,1986,5,Phase_1_debut,Début de saison,136,121,26.889,1.413485993839,9.773,0.113909050822258,1.7868999932063714,6.176135804010606,18.018,3.63545706660338,13.692,-14.616,Kolda,Vélingara,Zone soudano-sahélienne,12.375,-14.875,Kolda,Kolda,4.25,5.5,473.11,594.8614366002478,10,26,3,0.0214723121136524,760.0613075628245,9.009216419982115,PASSED,3
2012-06-03,367,2012,6,Phase_1_debut,Début de saison,155,121,26.889,10.934251113371417,20.815,2.201674699783325,4.78118913943285,5.5795578154839,17.146,3.2017316235848314,13.884,-13.993,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-11.375,Kédougou,Saraya,4.25,5.25,473.11,567.3546536154586,10,23,3,0.0098446494700786,738.7315923115221,8.572876489479635,PASSED,0
1993-06-29,372,1993,6,Phase_1_debut,Début de saison,180,121,26.889,19.684773657932755,40.435,5.648509502410889,7.569626677168273,2.9686505114717634,4.907,0.686405518438161,13.808,-13.171,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.375,-14.125,Kolda,Médina Yoro Foulah,4.25,4.0,473.11,432.4120258906299,5,11,3,0.0094865514333716,640.9471293600111,2.4534840382164367,PASSED,3
1986-05-07,376,1986,5,Phase_1_debut,Début de saison,127,120,26.667,4.892907896141211,23.785,0.0898225009441375,5.558372467447051,6.150120771413805,15.814,3.0795436189971896,13.076,-12.218,Tambacounda,Goudiry,Zone soudanienne,12.625,-12.125,Kédougou,Kédougou,4.25,3.5,473.11,379.5174124451676,4,13,3,0.0190875792608145,606.5200152089586,7.906858718107472,PASSED,3
2017-05-30,379,2017,5,Phase_1_debut,Début de saison,150,120,26.667,11.20243791937828,29.036,2.3844497203826904,6.748221658594261,3.4586243200526328,6.059,0.9608194292651064,13.423,-12.294,Tambacounda,Goudiry,Zone soudanienne,13.375,-11.625,Tambacounda,Goudiry,3.25,2.75,361.79,297.7673568242608,4,10,3,0.0113572675629044,468.5695323029514,3.029717383715356,PASSED,3
1992-05-26,384,1992,5,Phase_1_debut,Début de saison,147,120,26.667,5.462922324240208,19.665,0.5273506045341492,3.8436011377768784,2.922905515463577,4.538,0.6245071723026167,13.526,-12.857,Tambacounda,Goudiry,Zone soudano-sahélienne,12.375,-12.125,Kédougou,Kédougou,4.25,4.5,473.11,487.045188661461,6,15,3,0.0124585363778508,679.0037395318808,2.268766899996208,PASSED,3
2009-05-16,386,2009,5,Phase_1_debut,Début de saison,136,118,26.222,4.355181305085198,15.843,0.113129898905754,4.125087668622278,5.750879681796409,20.0,4.149421689385815,13.467,-12.455,Tambacounda,Goudiry,Zone soudanienne,13.125,-12.125,Tambacounda,Goudiry,3.75,4.0,417.45,433.0365629086908,6,15,3,0.0160773467519365,601.4858106728475,10.0,PASSED,0
2008-06-13,393,2008,6,Phase_1_debut,Début de saison,165,117,26.0,12.932796451780533,25.129,2.1776797771453857,5.757810855735952,3.260952243112325,6.737,1.0145822597691876,14.217,-12.097,Tambacounda,Goudiry,Zone soudano-sahélienne,12.625,-11.375,Kédougou,Saraya,4.25,4.5,473.11,485.59726264699145,4,10,3,0.0102411280494959,677.9659017902385,3.368687541360132,PASSED,1
2005-06-06,395,2005,6,Phase_1_debut,Début de saison,157,116,25.778,11.5809041200013,21.202,0.5465088486671448,4.414199105248929,8.13614458468755,14.466,3.868953664802486,15.376,-12.634,Matam,Kanel,Zone soudano-sahélienne,15.125,-11.375,Matam,Kanel,3.25,5.25,361.79,563.5118645351416,5,10,3,0.0098731411501556,669.6548583295515,7.232759758217455,PASSED,2
1985-06-29,397,1985,6,Phase_1_debut,Début de saison,180,116,25.778,30.805714944313312,66.361,5.577416896820068,12.107123443254835,3.884272232741732,8.07,1.3483229755782231,13.102,-12.917,Tambacounda,Tambacounda,Zone soudanienne,12.875,-11.375,Kédougou,Saraya,4.25,4.75,473.11,515.0054695119044,8,16,3,0.0099522515756007,699.3308917294996,4.035248414275887,PASSED,1
2004-06-27,400,2004,6,Phase_1_debut,Début de saison,179,116,25.778,15.395269274711609,27.664,7.561904907226562,4.818665805952867,2.674113610697506,5.846,0.8014792321855847,14.06,-15.132,Kaffrine,Malem-Hodar,Zone soudano-sahélienne,13.125,-15.125,Kolda,Kolda,3.5,4.0,389.62,431.9398605142636,11,26,3,0.0094652312546333,581.7007628292071,2.923115504671021,PASSED,3
2009-06-23,401,2009,6,Phase_1_debut,Début de saison,174,115,25.556,9.032851013929948,23.279,1.3487238883972168,4.309193633603348,3.617032228631848,8.944,1.2855373918257216,15.145,-15.072,Kaffrine,Koungheul,Zone soudano-sahélienne,13.625,-15.875,Kaffrine,Kaffrine,3.25,3.5,361.79,376.0878341522763,10,21,3,0.0106746462058099,521.8563660719777,4.472101637658977,PASSED,3
1984-06-26,406,1984,6,Phase_1_debut,Début de saison,178,115,25.556,14.749152359755143,30.968,3.742711782455444,7.140918066890251,2.8212908726408163,5.79,0.7411148397007589,14.087,-13.649,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.375,-15.375,Kolda,Kolda,4.25,4.25,473.11,458.8830418889846,9,17,3,0.0107339898691102,659.0953714245667,2.894770065823865,PASSED,4
1996-06-30,411,1996,6,Phase_1_debut,Début de saison,182,114,25.333,14.995115016636095,26.224,6.342994213104248,4.627425112156734,4.537869234026238,9.771,2.071971539540791,15.623,-14.735,Matam,Ranérou,Zone sahélienne,15.625,-14.875,Louga,Linguère,3.5,4.25,389.62,455.63098584461744,9,14,3,0.0096072911102914,599.5025684988664,4.885468440016395,PASSED,3
2000-06-13,421,2000,6,Phase_1_debut,Début de saison,165,113,25.111,18.325042387025547,33.505,4.90457010269165,6.232763081450265,3.011836974119347,4.772,0.6144530565606285,13.555,-12.496,Tambacounda,Goudiry,Zone soudano-sahélienne,12.875,-11.625,Kédougou,Saraya,3.0,3.0,333.96,324.65706594910245,4,10,2,0.0098733049380787,465.7590406081023,2.3861747496364063,PASSED,1
1986-06-08,422,1986,6,Phase_1_debut,Début de saison,159,112,24.889,16.03953601366707,37.959,0.582709014415741,7.307943599716617,3.144555938649233,8.907,1.1719498315789687,13.28,-14.09,Tambacounda,Tambacounda,Zone soudanienne,12.375,-15.375,Sédhiou,Bounkiling,4.25,5.75,473.11,622.9744478850337,13,27,3,0.0107820550352718,782.2596916738472,4.453358624888198,PASSED,3
2007-06-14,428,2007,6,Phase_1_debut,Début de saison,165,111,24.667,9.615609828416291,23.673,0.9996984004974364,5.161181728556128,4.540739548761985,8.515,1.6801701874671031,14.607,-14.977,Kaffrine,Koungheul,Zone soudano-sahélienne,12.875,-11.625,Kédougou,Saraya,3.5,5.75,389.62,619.4011255388048,11,25,3,0.0116045127434464,731.7523410920788,4.257319069883319,PASSED,3
2019-06-30,430,2019,6,Phase_1_debut,Début de saison,181,111,24.667,22.59755210189132,47.089,10.07687759399414,8.594550934488902,3.04631711350967,6.082,0.9072425834172944,13.632,-14.669,Kolda,Vélingara,Zone soudano-sahélienne,13.125,-14.875,Kolda,Kolda,3.0,5.25,333.96,567.9668712263903,9,21,2,0.0103121776114403,658.8745254205803,3.0411688379008366,PASSED,3
1989-06-16,432,1989,6,Phase_1_debut,Début de saison,167,110,24.444,25.964480887759816,59.93,2.344573736190796,14.206812335726468,5.08120530490371,10.008,2.117281271200336,13.697,-13.226,Tambacounda,Tambacounda,Zone soudano-sahélienne,14.125,-13.125,Tambacounda,Goudiry,4.25,4.25,473.11,459.6562619950596,8,18,3,0.0118126157386651,659.6339452236148,5.003764709016775,PASSED,1
2002-06-17,433,2002,6,Phase_1_debut,Début de saison,168,110,24.444,6.377391821146011,14.762,0.9013974070549012,3.760930953573517,3.403035427628053,7.855,1.387613958747801,15.124,-13.997,Matam,Ranérou,Zone soudano-sahélienne,13.375,-16.125,Kaolack,Nioro du Rip,3.5,5.0,389.62,537.3211403379008,9,18,3,0.0122525448474804,663.7151062233119,3.927385015951423,PASSED,3
2017-06-26,434,2017,6,Phase_1_debut,Début de saison,177,110,24.444,9.388702394745566,24.642,2.4223058223724365,4.507360355842519,3.452962170249954,7.496,1.2284512403370025,15.619,-13.766,Matam,Ranérou,Zone sahélienne,12.375,-11.875,Kédougou,Kédougou,4.25,5.5,473.11,589.6525561112747,9,21,3,0.011186182638562,755.9915339661947,3.747911451127405,PASSED,3
2023-06-19,435,2023,6,Phase_1_debut,Début de saison,170,110,24.444,12.217734133113517,19.634,4.558265209197998,3.249626914740635,3.0546849308069217,5.335,0.9301171097647573,14.632,-13.191,Tambacounda,Goudiry,Zone soudano-sahélienne,14.625,-11.875,Tambacounda,Bakel,3.25,4.25,361.79,457.765569795852,6,15,3,0.0097340305194543,583.4734995721922,2.667704927409761,PASSED,0
2004-06-04,447,2004,6,Phase_1_debut,Début de saison,156,108,24.0,12.55360996502417,30.44,0.5110579133033752,8.13085583393737,5.938264317955787,20.0,3.068629318796832,13.373,-15.809,Sédhiou,Sédhiou,Zone soudanienne,12.375,-15.625,Sédhiou,Goudomp,3.75,2.5,417.45,270.7534747994407,12,28,3,0.0131435479795938,497.5660355580668,10.0,PASSED,3
2005-06-16,448,2005,6,Phase_1_debut,Début de saison,167,108,24.0,8.94388383075043,19.894,1.022763729095459,4.731031765975566,4.240201468554464,12.194,2.371694723569888,14.751,-14.829,Kaffrine,Koungheul,Zone soudano-sahélienne,14.375,-14.375,Tambacounda,Koumpentoum,3.75,5.5,417.45,592.0814581674514,10,23,3,0.0118500699075057,724.4480441899857,6.096845172142205,PASSED,2
2017-05-14,461,2017,5,Phase_1_debut,Début de saison,134,106,23.556,4.606373069702454,16.224,0.1492640823125839,4.1020406094752495,3.715714621432921,10.932,1.631850086354092,13.289,-12.375,Tambacounda,Goudiry,Zone soudanienne,13.625,-11.375,Kédougou,Saraya,4.25,4.0,473.11,433.3558598144328,5,14,3,0.0169152408757203,641.5842608227748,5.465760192824458,PASSED,3
2015-05-22,471,2015,5,Phase_1_debut,Début de saison,142,105,23.333,3.677435814340909,11.726,0.1926525086164474,2.897503419178784,3.298326273042269,6.825,1.1666719806025252,13.096,-13.739,Tambacounda,Tambacounda,Zone soudanienne,12.375,-14.625,Kolda,Médina Yoro Foulah,3.0,5.25,333.96,569.2303021380574,8,19,2,0.0154362722048176,659.9639462195522,3.412518258608446,PASSED,3
2017-06-22,474,2017,6,Phase_1_debut,Début de saison,173,105,23.333,16.660758431752523,29.267,5.283278942108154,5.655879460085518,3.066507413518785,4.938,0.7545815540090389,14.173,-13.461,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.625,-13.375,Tambacounda,Tambacounda,3.5,5.25,389.62,566.6415482583947,6,13,3,0.0106213523010501,687.6673458785655,2.469006783296102,PASSED,3
1995-05-18,484,1995,5,Phase_1_debut,Début de saison,138,103,22.889,4.259535637295362,10.709,0.2282890379428863,3.047808257807367,3.875335102097364,11.808,2.092651424897316,13.341,-12.403,Tambacounda,Goudiry,Zone soudanienne,12.875,-12.375,Kédougou,Salémata,3.75,4.0,417.45,433.2644960089106,5,9,3,0.014679392004986,601.649930712915,5.903760697979374,PASSED,3
2010-06-24,495,2010,6,Phase_1_debut,Début de saison,175,102,22.667,7.906651865033543,28.777,1.1517833471298218,3.5108891287085933,3.346995497912964,6.436,1.15174068653947,15.266,-15.303,Louga,Linguère,Zone soudano-sahélienne,12.375,-16.375,Ziguinchor,Oussouye,4.25,4.75,473.11,510.1117874310567,9,22,3,0.0117369971030163,695.7349338477317,3.2180427002160443,PASSED,3
2006-06-24,498,2006,6,Phase_1_debut,Début de saison,175,102,22.667,14.785870563750173,24.159,3.5858728885650635,4.694244014122062,2.54211936682461,4.138,0.380229637479886,13.975,-13.175,Tambacounda,Goudiry,Zone soudano-sahélienne,13.375,-12.125,Tambacounda,Goudiry,2.75,5.25,306.13,567.13130725787,9,20,3,0.0107921045052285,644.4792454354296,2.0692320924721246,PASSED,0
2015-05-04,499,2015,5,Phase_1_debut,Début de saison,124,101,22.444,1.3303104214148946,5.613,0.0812552645802497,1.2770888901312338,5.185157511355822,11.622,2.2781193132759707,13.633,-13.777,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.625,-13.625,Tambacounda,Tambacounda,4.25,5.0,473.11,540.9180964090457,6,14,3,0.019025612331169,718.6274761813562,5.811017258877097,PASSED,3
1987-05-26,500,1987,5,Phase_1_debut,Début de saison,146,101,22.444,2.570377804707773,11.583,0.1910187900066375,1.9107399594650063,4.318372869853417,11.391,2.053811702308749,14.246,-13.748,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.875,-14.375,Kolda,Médina Yoro Foulah,4.25,5.0,473.11,539.4838010684949,7,17,3,0.0153722566533859,717.5484890342334,5.695703415811611,PASSED,0
2005-05-19,504,2005,5,Phase_1_debut,Début de saison,139,100,22.222,4.717633471935987,12.395,0.2385134845972061,3.393099578507454,3.125819101496819,5.432,0.7268463768396742,13.271,-12.556,Tambacounda,Goudiry,Zone soudanienne,13.125,-12.375,Tambacounda,Goudiry,4.0,3.25,445.28,352.12905777077697,4,8,3,0.0151730278699059,567.6875501334648,2.715990094741464,PASSED,2
2012-06-24,510,2012,6,Phase_1_debut,Début de saison,176,99,22.0,21.93570899963379,32.009,3.417243242263794,7.104520256204989,5.001440503504501,9.662,1.9646909429186168,14.659,-12.184,Tambacounda,Bakel,Zone soudano-sahélienne,15.125,-12.125,Matam,Kanel,3.5,4.25,389.62,457.7100484027717,5,8,3,0.0111605833054135,601.0842060675589,4.830851437324088,PASSED,0
2008-05-26,520,2008,5,Phase_1_debut,Début de saison,147,98,21.778,3.0509534389997017,13.347,0.3757648766040802,2.692321625882906,3.575278404568874,7.146,1.1657378616543568,14.471,-12.788,Tambacounda,Goudiry,Zone soudano-sahélienne,13.125,-11.875,Tambacounda,Goudiry,4.0,5.25,445.28,565.887841932908,7,15,3,0.0181502295262857,720.0717539922559,3.573102340640661,PASSED,1
2014-05-26,525,2014,5,Phase_1_debut,Début de saison,146,97,21.556,3.789490127071892,13.673,0.5037385821342468,2.78678583043582,3.633519136231477,6.888,1.1988159293428553,14.204,-13.149,Tambacounda,Goudiry,Zone soudano-sahélienne,13.625,-13.625,Tambacounda,Tambacounda,4.25,5.0,473.11,539.5833913665022,4,9,3,0.015884650909774,717.6233683058098,3.44409075682437,PASSED,3
2017-05-27,531,2017,5,Phase_1_debut,Début de saison,147,96,21.333,10.409522910912832,25.561,2.1001172065734863,5.368518659429112,3.167747495191797,5.684,0.8028359391239426,12.939,-12.771,Kédougou,Salémata,Zone soudanienne,12.625,-12.125,Kédougou,Kédougou,2.0,4.25,222.64,461.09752575791913,5,12,2,0.0131872808303097,512.0346654012548,2.8420363833112265,PASSED,3
2017-06-24,535,2017,6,Phase_1_debut,Début de saison,175,96,21.333,21.09920271237691,33.042,10.049769401550291,5.670152670377599,2.988104110766469,4.555,0.5573720751226929,13.272,-12.473,Tambacounda,Goudiry,Zone soudanienne,12.625,-11.625,Kédougou,Saraya,2.75,2.75,306.13,297.95324880060934,4,8,2,0.0111689582149395,427.1904921646054,2.27752421786331,PASSED,3
1984-05-26,539,1984,5,Phase_1_debut,Début de saison,147,95,21.111,5.962516474723816,12.589,0.7143641710281372,2.678493763285176,3.190389196371539,4.997,0.766163400218787,13.674,-13.237,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.375,-13.875,Tambacounda,Tambacounda,2.5,5.0,278.3,540.8245265204353,8,17,2,0.0126505308792987,608.2286176254394,2.4987451484416727,PASSED,4
1983-06-13,542,1983,6,Phase_1_debut,Début de saison,164,94,20.889,4.620650674434418,14.887,1.0578736066818235,2.775450690260728,5.0144453856962805,11.177,2.254852891288833,15.388,-15.504,Louga,Linguère,Zone soudano-sahélienne,14.625,-16.375,Diourbel,Bambey,2.75,4.75,306.13,509.8133697626175,8,19,2,0.0144765447456616,594.6639808444054,5.588617616328181,PASSED,0
2010-06-08,545,2010,6,Phase_1_debut,Début de saison,159,94,20.889,12.205628679153769,22.745,3.286951303482056,4.74908088266026,2.785621751376275,4.726,0.6528268884363687,13.677,-14.526,Tambacounda,Tambacounda,Zone soudano-sahélienne,12.875,-13.875,Tambacounda,Tambacounda,3.25,3.5,361.79,378.5724303474956,8,18,3,0.0122488358545357,523.6497807043457,2.362995047282523,PASSED,3
2016-06-30,551,2016,6,Phase_1_debut,Début de saison,182,93,20.667,10.735288540522255,16.119,1.5235817432403564,3.736609722871549,2.9857873798730563,5.663,0.8386858486158086,15.719,-13.474,Matam,Matam,Zone sahélienne,14.375,-14.625,Kaffrine,Koungheul,2.5,5.5,278.3,589.3628630839052,7,16,2,0.0120553901930652,651.7664207328864,2.831690369222102,PASSED,3
2009-05-08,562,2009,5,Phase_1_debut,Début de saison,128,91,20.222,2.355435240563456,10.986,0.0613779127597808,2.691191056627253,4.15547885804093,8.974,1.6994836735495895,13.354,-12.327,Tambacounda,Goudiry,Zone soudanienne,13.375,-11.625,Tambacounda,Goudiry,4.25,3.5,473.11,379.0847126870218,4,11,3,0.0253341688766176,606.249356200072,4.487248524216765,PASSED,0
2002-06-05,563,2002,6,Phase_1_debut,Début de saison,156,91,20.222,6.260628768048444,14.539,0.4633113443851471,3.361864083030654,3.120368185355873,6.897,1.2952861992582223,14.439,-14.049,Tambacounda,Koumpentoum,Zone soudano-sahélienne,13.125,-14.875,Kolda,Kolda,3.75,5.25,417.45,565.9705883890649,8,17,3,0.0141577247169166,703.268954630065,3.448573336958133,PASSED,3
2012-05-21,564,2012,5,Phase_1_debut,Début de saison,142,91,20.222,5.630765922776946,12.237,0.9513988494873048,2.9289229487278026,3.0294165836434086,4.569,0.6897568304049944,13.136,-13.073,Tambacounda,Tambacounda,Zone soudanienne,12.375,-12.375,Kédougou,Kédougou,2.5,3.5,278.3,379.42566330191454,4,10,2,0.0139623166253317,470.5472524461255,2.284334728879282,PASSED,0
1984-06-02,568,1984,6,Phase_1_debut,Début de saison,154,90,20.0,6.084110952417055,15.066,0.4494834244251251,2.863026515562363,5.708802920527726,15.711,3.509981502655559,15.026,-13.914,Matam,Ranérou,Zone soudano-sahélienne,15.375,-14.625,Matam,Ranérou,3.0,4.5,333.96,483.8117040991871,7,15,2,0.0135715579167204,587.8801225257232,7.855643479123709,PASSED,4
2008-06-27,569,2008,6,Phase_1_debut,Début de saison,179,90,20.0,20.42780288590325,40.093,6.928499698638916,6.300198062336459,5.595442383068127,11.602,2.8986585612936446,15.374,-12.673,Matam,Kanel,Zone soudano-sahélienne,16.375,-11.375,Matam,Kanel,4.25,5.25,473.11,563.5157341413494,6,10,3,0.0121679835658058,735.7873640698541,5.801224694454312,PASSED,1
2006-06-08,580,2006,6,Phase_1_debut,Début de saison,159,90,20.0,13.832208633422852,23.847,4.406194686889648,4.588171001512798,2.617448097274376,3.739,0.4103834939710671,13.893,-12.845,Tambacounda,Goudiry,Zone soudano-sahélienne,13.125,-12.375,Tambacounda,Goudiry,2.5,2.75,278.3,297.1748066156788,4,9,2,0.0123336244890791,407.1409442681565,1.8693405068410505,PASSED,0
2002-06-22,583,2002,6,Phase_1_debut,Début de saison,173,89,19.778,14.234183890096258,32.165,3.5667834281921387,6.708566135705769,2.703363001304721,4.87,0.6234838955501306,14.004,-14.052,Tambacounda,Tambacounda,Zone soudano-sahélienne,13.125,-15.125,Kolda,Kolda,4.25,4.25,473.11,459.0476950003984,8,17,3,0.0137317233332927,659.210018723304,2.4351824440529244,PASSED,3
2012-06-25,587,2012,6,Phase_1_debut,Début de saison,177,88,19.556,16.023723445155404,28.284,6.017331600189209,5.228318888639439,4.304425228203787,9.033,1.726322784975742,15.269,-12.955,Matam,Kanel,Zone soudano-sahélienne,16.125,-12.625,Matam,Matam,3.0,3.0,333.96,322.1708273616204,2,7,2,0.0125734391575037,464.0294338082133,4.516707607543433,PASSED,0
2012-05-17,594,2012,5,Phase_1_debut,Début de saison,138,87,19.333,8.65421586029831,20.96,0.3554254472255707,5.435949410148112,4.206110741589049,10.172,1.4538359661036526,12.971,-12.463,Kédougou,Salémata,Zone soudanienne,12.375,-12.125,Kédougou,Kédougou,4.25,3.0,473.11,325.43832155237567,4,9,3,0.0160292405680646,574.2326737785194,5.085965397862282,PASSED,0
2011-05-15,604,2011,5,Phase_1_debut,Début de saison,135,86,19.111,1.829457058636255,7.779,0.1240132600069046,1.8935140073309311,5.0846097152023,19.177,3.3582070523046323,14.205,-12.834,Tambacounda,Goudiry,Zone soudano-sahélienne,13.625,-13.625,Tambacounda,Tambacounda,3.5,3.0,389.62,323.7485477944267,3,8,3,0.0240843530703448,506.573643781435,9.588385720574845,PASSED,1
2010-06-07,606,2010,6,Phase_1_debut,Début de saison,158,86,19.111,15.32689731342848,33.526,2.082480430603028,7.203787267968608,3.348892230796537,5.902,1.072169080454594,14.081,-12.767,Tambacounda,Goudiry,Zone soudano-sahélienne,13.875,-13.125,Tambacounda,Goudiry,3.5,2.75,389.62,296.9315044871776,3,7,3,0.0141966154127737,489.8694241652756,2.9510351529405927,PASSED,3
2005-05-12,614,2005,5,Phase_1_debut,Début de saison,132,85,18.889,1.262818175992545,6.449,0.0903387814760208,1.0970597942941762,5.31283501855318,11.191,2.6137938462544845,14.586,-12.125,Tambacounda,Bakel,Zone soudano-sahélienne,13.625,-11.625,Tambacounda,Goudiry,3.5,3.5,389.62,377.0630455685571,4,8,3,0.0206436234524039,542.199478705426,5.595616721730606,PASSED,2
1987-06-22,617,1987,6,Phase_1_debut,Début de saison,173,85,18.889,11.01352420133703,22.451,2.6649930477142334,4.437757855058255,3.2352579133132475,7.184,1.2352567465535944,14.695,-14.533,Kaffrine,Koungheul,Zone soudano-sahélienne,12.375,-15.375,Sédhiou,Bounkiling,4.25,4.25,473.11,457.63361629030106,10,19,3,0.0136748039100707,658.2260928122938,3.591808363332273,PASSED,0
