phase,cluster,criterion,date,n_pixels,max_precip,mean_precip,coverage_extreme_pct,max_anomaly,n_extreme_pixels
Phase_1_debut,0,plus_intense,1987-06-09,259,56.38427734375,10.673738583231986,28.957528957528954,5.305744647979736,75
Phase_1_debut,0,moins_intense,2023-05-09,259,6.592841625213623,0.5412100530880131,13.513513513513514,6.404940128326416,35
Phase_1_debut,0,plus_grande_couverture,2006-06-14,259,20.276905059814453,10.926254375560864,64.0926640926641,6.233130931854248,166
Phase_1_debut,0,plus_petite_couverture,2012-06-20,259,20.044105529785156,5.747870867848972,15.057915057915059,5.303592681884766,39
Phase_1_debut,1,plus_intense,1989-06-17,259,85.5930404663086,19.566960072425342,52.509652509652504,6.099715232849121,136
Phase_1_debut,1,moins_intense,1985-05-23,259,5.984785556793213,0.2506270427904074,14.285714285714285,6.403993606567383,37
Phase_1_debut,1,plus_grande_couverture,1985-06-27,259,45.489322662353516,15.71970221434781,49.80694980694981,5.270065784454346,129
Phase_1_debut,1,plus_petite_couverture,2000-06-10,259,17.620229721069336,2.628321410304216,14.285714285714285,6.404927730560303,37
Phase_1_debut,2,plus_intense,2005-06-05,259,36.43072509765625,8.78662600143881,57.91505791505791,6.404940128326416,150
Phase_1_debut,2,moins_intense,2005-05-12,259,3.801205635070801,0.3231339609400103,23.552123552123554,6.404942989349365,61
Phase_1_debut,2,plus_grande_couverture,2005-05-24,259,13.062183380126953,2.5355964128330752,84.94208494208493,6.404942512512207,220
Phase_1_debut,2,plus_petite_couverture,2005-06-11,259,18.20690155029297,2.6208188426195425,5.019305019305019,2.456693172454834,13
Phase_1_debut,3,plus_intense,2020-06-11,259,59.830291748046875,12.733876993387787,42.471042471042466,6.404940128326416,110
Phase_1_debut,3,moins_intense,2015-05-04,259,5.6134114265441895,0.45719285450586294,30.501930501930502,6.207896709442139,79
Phase_1_debut,3,plus_grande_couverture,2018-06-27,259,37.518516540527344,18.788722058520815,86.87258687258688,4.4609150886535645,225
Phase_1_debut,3,plus_petite_couverture,2010-05-16,259,8.692663192749023,0.8125644321463513,6.177606177606178,3.5627129077911377,16
Phase_1_debut,4,plus_intense,2022-06-15,259,46.854888916015625,18.234436855611882,77.60617760617761,6.382065773010254,201
Phase_1_debut,4,moins_intense,2022-05-28,259,8.306778907775879,1.4723536987397028,48.64864864864865,6.404940605163574,126
Phase_1_debut,4,plus_grande_couverture,2022-05-27,259,37.51918411254883,11.203209606750821,86.10038610038609,6.404940128326416,223
Phase_1_debut,4,plus_petite_couverture,2022-05-09,259,12.835328102111816,0.5266013686620706,8.880308880308881,6.404940605163574,23
Phase_1_debut,5,plus_intense,1997-06-08,259,39.158931732177734,10.714322567978536,61.77606177606177,6.404942512512207,160
Phase_1_debut,5,moins_intense,1997-05-26,259,6.753300666809082,0.9107826328099234,30.501930501930502,6.326779842376709,79
Phase_1_debut,5,plus_grande_couverture,1997-06-09,259,38.63206481933594,8.734538667220406,51.35135135135135,6.3533196449279785,133
Phase_1_debut,5,plus_petite_couverture,1997-06-20,259,27.899581909179688,6.1028692678882805,23.166023166023166,4.315239906311035,60
