event_date,selection_label,pixel_id,longitude,latitude,precipitation_mm,climatology_mm,anomaly_standardized,anomaly_mm,is_extreme,is_intense,intensity_category,anomaly_category,year,month,day,day_of_year,season_phase,phase_description,region,climate_zone,distance_to_coast_km,cluster,criterion,phase
1989-06-17,C1_plus_intense,1989-06-17_000_003,-16.625,12.375,63.90785598754883,4.0391950607299805,5.6442060470581055,59.86866092681885,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Ziguinchor,Zone soudanienne,95.14188,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_000_004,-16.375,12.375,68.1379623413086,4.588066577911377,5.465351581573486,63.54989576339722,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Ziguinchor,Zone soudanienne,122.32527,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_000_020,-12.375,12.375,0.0,5.389437675476074,-0.9491684436798096,-5.389437675476074,False,False,trace,normale,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kédougou,Zone soudanienne,557.2596,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_003,-16.625,12.625,70.91739654541016,4.004571437835693,5.748439311981201,66.91282510757446,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Ziguinchor,Zone soudanienne,95.04989,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_004,-16.375,12.625,80.20442199707031,4.817936897277832,5.617496490478516,75.38648509979248,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Ziguinchor,Zone soudanienne,122.20701,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_005,-16.125,12.625,74.30143737792969,4.652617454528809,5.582826614379883,69.64881992340088,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Sédhiou,Zone soudanienne,149.36412,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_006,-15.875,12.625,59.06415939331055,5.186694622039795,4.501563549041748,53.87746477127075,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Sédhiou,Zone soudanienne,176.52124,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_007,-15.625,12.625,63.038482666015625,5.530171871185303,4.578074932098389,57.50831079483032,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Sédhiou,Zone soudanienne,203.67834,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_008,-15.375,12.625,68.36149597167969,5.517874240875244,5.107905387878418,62.84362173080444,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kolda,Zone soudanienne,230.83545,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_018,-12.875,12.625,5.6660566329956055,4.621502876281738,0.22794875502586365,1.0445537567138672,False,False,moderee,normale,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kédougou,Zone soudanienne,502.40656,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_019,-12.625,12.625,0.0,4.844741344451904,-0.9317765831947327,-4.844741344451904,False,False,trace,normale,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kédougou,Zone soudanienne,529.56366,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_020,-12.375,12.625,0.0,4.801965236663818,-0.8443199992179871,-4.801965236663818,False,False,trace,normale,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kédougou,Zone soudanienne,556.7208,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_021,-12.125,12.625,12.720843315124512,4.964948654174805,1.3128670454025269,7.755894660949707,False,False,moderee,humide,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kédougou,Zone soudanienne,583.87787,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_022,-11.875,12.625,13.61669635772705,5.31447172164917,1.136817216873169,8.30222463607788,False,False,moderee,humide,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kédougou,Zone soudanienne,611.03503,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_001_023,-11.625,12.625,16.63580894470215,5.688898086547852,1.4557431936264038,10.946910858154297,False,False,moderee,humide,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kédougou,Zone soudanienne,638.19214,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_003,-16.625,12.875,85.5930404663086,4.527038097381592,5.860562324523926,81.066002368927,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Ziguinchor,Zone soudanienne,94.95609,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_004,-16.375,12.875,85.32805633544922,4.870344638824463,5.741026878356934,80.45771169662476,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Ziguinchor,Zone soudanienne,122.08641,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_005,-16.125,12.875,71.61898803710938,4.927210807800293,5.469682693481445,66.69177722930908,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Sédhiou,Zone soudanienne,149.21672,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_006,-15.875,12.875,60.081504821777344,5.0158796310424805,4.767200946807861,55.06562519073486,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Sédhiou,Zone soudanienne,176.34703,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_007,-15.625,12.875,55.962989807128906,4.818984508514404,4.589657306671143,51.1440052986145,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Sédhiou,Zone soudanienne,203.47736,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_008,-15.375,12.875,69.14259338378906,4.425690174102783,5.450633525848389,64.71690320968628,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kolda,Zone soudanienne,230.60765,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_009,-15.125,12.875,69.14238739013672,5.183317184448242,5.195609092712402,63.95907020568848,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kolda,Zone soudanienne,257.73798,1,plus_intense,Phase_1_debut
1989-06-17,C1_plus_intense,1989-06-17_002_010,-14.875,12.875,69.45349884033203,4.9144158363342285,5.404720783233643,64.5390830039978,True,True,tres forte,exceptionnelle,1989,6,17,168,Phase_1_debut,Debut de saison (Mai-Juin),Kolda,Zone soudanienne,284.8683,1,plus_intense,Phase_1_debut
