date,phase,cluster,max_precip,mean_precip,coverage_percent,max_anomaly,mean_anomaly,year,month,day_of_year
2000-08-30,Phase_2_pleine,2,37.411,26.38829259077708,21.333,4.363,2.704977194122657,2000,8,243
2009-08-07,Phase_2_pleine,1,41.743,25.12656353398373,21.111,6.14,2.885939257717036,2009,8,219
2020-08-23,Phase_2_pleine,1,56.61,32.470715352108606,21.111,4.291,2.611534471418083,2020,8,236
2014-08-14,Phase_2_pleine,1,109.721,42.41259396329839,20.889,6.673,3.2796709104459376,2014,8,226
2007-07-10,Phase_2_pleine,1,34.383,20.33358386729626,20.889,4.458,2.8501874870998765,2007,7,191
2023-07-29,Phase_2_pleine,4,74.439,41.39300252032536,20.667,7.138,3.803748937797833,2023,7,210
2017-08-22,Phase_2_pleine,1,96.024,54.61634346746629,20.667,5.999,3.656073031022714,2017,8,234
1994-07-28,Phase_2_pleine,0,69.957,30.466958015195782,20.667,5.754,3.144444143512375,1994,7,209
2010-08-04,Phase_2_pleine,2,45.842,23.845097511045395,20.667,5.013,3.045977662939077,2010,8,216
2012-08-11,Phase_2_pleine,3,30.405,20.50737878327729,20.667,3.941,2.702105480264072,2012,8,224
1998-08-21,Phase_2_pleine,5,78.79,33.675812949305,20.444,5.419,2.621437904915694,1998,8,233
2010-08-31,Phase_2_pleine,2,63.881,38.23601258319357,20.444,4.627,2.895396438768461,2010,8,243
2020-08-15,Phase_2_pleine,1,80.737,37.40102519159732,20.444,4.619,2.641247381422632,2020,8,228
2016-08-11,Phase_2_pleine,5,56.478,28.49849754375416,20.222,4.102,2.7288357731630795,2016,8,224
2019-08-21,Phase_2_pleine,1,51.653,34.108927443787294,20.222,3.533,2.44623490857204,2019,8,233
2015-08-25,Phase_2_pleine,0,63.451,30.982622922121823,20.222,3.496,2.399710339471308,2015,8,237
1989-07-05,Phase_2_pleine,2,80.462,30.169506152470905,20.0,7.153,3.40659682489703,1989,7,186
2017-07-30,Phase_2_pleine,1,60.079,40.37794382307265,20.0,5.801,3.3788638215726103,2017,7,211
1994-08-27,Phase_2_pleine,0,47.665,34.40289469824897,20.0,4.158,2.847557051983381,1994,8,239
2013-08-11,Phase_2_pleine,2,69.448,33.32148277625609,19.778,9.941,4.187959841169485,2013,8,223
1991-07-04,Phase_2_pleine,1,49.908,26.03679093350185,19.778,5.534,2.9675995074496693,1991,7,185
1994-07-07,Phase_2_pleine,0,45.126,25.33576260255964,19.778,4.473,2.6913363327935764,1994,7,188
1989-08-21,Phase_2_pleine,2,78.659,32.62484719536521,19.556,11.382,4.200363157700857,1989,8,233
2010-08-10,Phase_2_pleine,2,43.58,23.5367389050397,19.556,6.072,3.3650468870726,2010,8,222
1990-07-22,Phase_2_pleine,1,24.251,15.660880197178232,19.556,4.212,2.7132217805679173,1990,7,203
2008-08-24,Phase_2_pleine,2,52.698,29.32288976647388,19.333,5.672,2.863476957364752,2008,8,237
2011-08-24,Phase_2_pleine,2,67.118,40.42984552493041,19.333,5.323,2.9525145161854454,2011,8,236
2008-07-02,Phase_2_pleine,2,32.239,17.444858956611018,19.333,4.225,2.833454116283068,2008,7,184
2011-08-22,Phase_2_pleine,2,64.642,40.633390645871216,19.333,4.01,2.7069937187320874,2011,8,234
1996-08-07,Phase_2_pleine,2,36.609,19.73611337289043,19.333,3.712,2.4936799280342434,1996,8,220
2003-08-16,Phase_2_pleine,1,42.259,22.210824988609136,19.111,5.887,3.218638923317573,2003,8,228
2005-07-11,Phase_2_pleine,1,26.749,14.930498649907667,19.111,5.852,3.277434271836019,2005,7,192
1989-08-23,Phase_2_pleine,2,57.399,30.031544851702314,19.111,5.78,2.772043737589907,1989,8,235
2005-08-16,Phase_2_pleine,1,41.741,25.30889691862949,19.111,5.512,3.702303462717636,2005,8,228
2017-08-08,Phase_2_pleine,1,29.588,19.386491043623103,19.111,4.147,2.6497933179947792,2017,8,220
2011-08-21,Phase_2_pleine,2,97.635,47.48301037059111,18.889,6.521,3.4476403706183767,2011,8,233
2013-08-28,Phase_2_pleine,1,75.625,38.123449639713066,18.889,5.389,2.733270942772637,2013,8,240
2000-08-26,Phase_2_pleine,2,44.298,26.78421057532816,18.889,5.092,3.047750750311189,2000,8,239
2004-08-31,Phase_2_pleine,1,44.669,28.56012082941392,18.889,4.491,2.823348532983399,2004,8,244
2002-08-07,Phase_2_pleine,1,61.387,40.20514553294462,18.889,4.132,2.870999984139212,2002,8,219
1989-07-21,Phase_2_pleine,2,42.283,19.828876136331,18.889,3.517,2.3976075552172,1989,7,202
1986-07-19,Phase_2_pleine,0,37.642,25.97134350047392,18.889,3.493,2.557328470995968,1986,7,200
2006-07-28,Phase_2_pleine,1,49.143,27.587313629332044,18.667,8.153,4.169467802291665,2006,7,209
2000-08-01,Phase_2_pleine,2,43.887,24.903201455161685,18.667,6.203,3.609534249073784,2000,8,214
1995-07-08,Phase_2_pleine,1,52.944,28.90773401941572,18.667,5.002,2.884120461289995,1995,7,189
2019-08-18,Phase_2_pleine,1,55.26,31.19680486406599,18.667,4.18,2.615203552939072,2019,8,230
1988-08-05,Phase_2_pleine,2,40.479,27.27391626721337,18.667,3.697,2.501966272517212,1988,8,218
1988-08-18,Phase_2_pleine,2,65.722,36.30993231807847,18.444,7.037,4.489961684673316,1988,8,231
2005-08-11,Phase_2_pleine,1,37.731,22.52239759284329,18.444,5.971,3.46089168496859,2005,8,223
1993-07-18,Phase_2_pleine,0,38.275,23.108733165695007,18.444,5.049,2.912198907214018,1993,7,199
1986-08-02,Phase_2_pleine,0,67.876,39.351377533703314,18.222,8.582,3.694054803674408,1986,8,214
1989-07-14,Phase_2_pleine,2,39.214,21.22768618420857,18.222,7.76,4.033730526826023,1989,7,195
2014-08-31,Phase_2_pleine,1,56.784,38.31339696558511,18.222,5.326,3.436982541571708,2014,8,243
1983-07-06,Phase_2_pleine,4,40.534,26.18827967527436,18.222,4.366,2.7723691470263137,1983,7,187
2023-07-14,Phase_2_pleine,4,34.479,20.7579274293853,18.222,3.624,2.5011462435822187,2023,7,195
1992-07-23,Phase_2_pleine,0,52.575,21.12203052897512,18.0,10.041,3.47770073186557,1992,7,205
2016-07-24,Phase_2_pleine,5,51.172,27.00530463089177,18.0,5.173,3.068029719680861,2016,7,206
2007-08-27,Phase_2_pleine,2,38.149,24.776471467665683,18.0,5.138,3.0909207066142,2007,8,239
1999-07-13,Phase_2_pleine,2,28.252,19.78042239907348,18.0,4.229,2.6862029680256443,1999,7,194
2005-07-25,Phase_2_pleine,1,37.759,25.06256999498532,18.0,3.971,2.565761315236043,2005,7,206
1993-07-25,Phase_2_pleine,0,67.901,33.109423184394835,17.778,8.726,4.406544221671285,1993,7,206
2009-07-21,Phase_2_pleine,1,41.253,24.21362626552581,17.778,4.714,2.868024386594112,2009,7,202
2015-07-27,Phase_2_pleine,0,68.212,31.88758894205093,17.778,4.713,2.803778598956395,2015,7,208
2010-08-13,Phase_2_pleine,2,27.871,18.86170214414597,17.778,4.391,2.6067986212770173,2010,8,225
2000-07-07,Phase_2_pleine,2,32.491,17.06370551586151,17.778,4.036,2.484792402312256,2000,7,189
2012-07-02,Phase_2_pleine,3,30.159,21.094478088089183,17.556,8.384,4.505668044558393,2012,7,184
