longitude,latitude,event_date,pixel_id,precipitation_mm,anomaly_standardized,climatology_mm,is_extreme,is_intense,intensity_category,anomaly_category,region,climate_zone,season_phase,phase_description,year,month,day,day_of_year,precip_percentile,anomaly_percentile,distance_to_coast
-16.625,12.375,2022-05-27,2022-05-27_000_003,5.893159866333008,5.895318031311035,0.24047714471817017,True,False,modérée,exceptionelle,Ziguinchor,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,5.913267699917356,5.898012748315706,95.14187622070312
-16.375,12.375,2022-05-27,2022-05-27_000_004,7.0508222579956055,6.227135181427002,0.25236666202545166,True,False,modérée,exceptionelle,Ziguinchor,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,7.067696499465098,6.2271465392568,122.32527160644531
-16.125,12.375,2022-05-27,2022-05-27_000_005,10.049447059631348,6.039132118225098,0.4171306788921356,True,False,modérée,exceptionelle,Sédhiou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,10.058172144482484,6.03972976291599,149.5086669921875
-15.875,12.375,2022-05-27,2022-05-27_000_006,13.645992279052734,5.946430683135986,0.6011369824409485,True,False,modérée,exceptionelle,Sédhiou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,13.686583207480272,5.947392590680913,176.6920623779297
-15.625,12.375,2022-05-27,2022-05-27_000_007,11.754961967468262,5.604963779449463,0.5709415078163147,True,False,modérée,exceptionelle,Sédhiou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,11.843565648524608,5.610394214265909,203.87545776367188
-15.375,12.375,2022-05-27,2022-05-27_000_008,12.25313949584961,5.488720417022705,0.6680097579956055,True,False,modérée,exceptionelle,Sédhiou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,12.29079316249445,5.494508942167963,231.058837890625
-15.125,12.375,2022-05-27,2022-05-27_000_009,15.97118854522705,4.757652759552002,1.356812596321106,True,False,modérée,exceptionelle,Sédhiou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,15.986564796773635,4.763145055004101,258.24224853515625
-14.875,12.375,2022-05-27,2022-05-27_000_010,17.576522827148438,4.232883930206299,1.6867438554763794,True,False,modérée,exceptionelle,Kolda,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,17.59276530970281,4.235893503505381,285.4256286621094
-14.625,12.375,2022-05-27,2022-05-27_000_011,16.18976593017578,3.446934938430786,2.077531576156616,True,False,modérée,exceptionelle,Kolda,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,16.275555845481083,3.4472512593820466,312.6090393066406
-14.375,12.375,2022-05-27,2022-05-27_000_012,13.315020561218262,3.0258796215057373,2.077188730239868,True,False,modérée,exceptionelle,Kolda,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,13.358571469484257,3.028184064069585,339.79241943359375
-14.125,12.375,2022-05-27,2022-05-27_000_013,15.891907691955566,3.7080159187316895,2.1698482036590576,True,False,modérée,exceptionelle,Kolda,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,15.900727305580023,3.733530708293819,366.9757995605469
-13.875,12.375,2022-05-27,2022-05-27_000_014,17.277851104736328,4.043034076690674,2.104276418685913,True,False,modérée,exceptionelle,Kolda,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,17.316204540693576,4.0431136030647625,394.1592102050781
-13.625,12.375,2022-05-27,2022-05-27_000_015,19.866886138916016,4.0703444480896,2.6841304302215576,True,False,modérée,exceptionelle,Kolda,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,19.882579630942804,4.073669483913249,421.34259033203125
-13.375,12.375,2022-05-27,2022-05-27_000_016,21.97305679321289,3.8701515197753906,3.1376140117645264,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,21.985696677586535,3.9618679985928176,448.5260009765625
-13.125,12.375,2022-05-27,2022-05-27_000_017,23.6677188873291,4.211273670196533,2.9400241374969482,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,23.709626332000273,4.217493505334136,475.7093811035156
-12.875,12.375,2022-05-27,2022-05-27_000_018,29.646650314331055,4.798418998718262,2.867112636566162,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,29.661051352419452,4.8036952138546125,502.89276123046875
-12.625,12.375,2022-05-27,2022-05-27_000_019,24.683948516845703,4.074815273284912,3.052371025085449,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,24.68538740531883,4.092125085131008,530.076171875
-12.375,12.375,2022-05-27,2022-05-27_000_020,24.620737075805664,3.663745880126953,3.607333183288574,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,24.629154679763257,3.6985612622457538,557.2595825195312
-12.125,12.375,2022-05-27,2022-05-27_000_021,29.919584274291992,4.18666934967041,3.5184872150421143,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,29.942398464260386,4.204535301007218,584.4429321289062
-11.875,12.375,2022-05-27,2022-05-27_000_022,16.55056381225586,2.894887685775757,2.938948154449463,True,False,modérée,très humide,Kédougou,Zone soudanienne,Phase_1_debut,Début de saison (Mai-Juin),2022,5,27,147,16.57495912714819,2.932806030589731,611.6263427734375
