longitude,latitude,event_date,pixel_id,precipitation_mm,anomaly_standardized,climatology_mm,is_extreme,is_intense,intensity_category,anomaly_category,region,climate_zone,season_phase,phase_description,year,month,day,day_of_year,precip_percentile,anomaly_percentile,distance_to_coast
-16.625,12.375,2012-09-28,2012-09-28_000_003,30.3969669342041,2.0351662635803223,8.064615249633789,True,True,forte,très humide,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,30.401226551688495,2.0502560749724883,95.14187622070312
-16.375,12.375,2012-09-28,2012-09-28_000_004,36.5367317199707,2.259739398956299,9.81241226196289,True,True,forte,très humide,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,36.54038428301788,2.273978408257566,122.32527160644531
-16.125,12.375,2012-09-28,2012-09-28_000_005,31.1205997467041,1.8807272911071777,10.11331558227539,False,True,forte,humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,31.125139351466196,1.881104905401642,149.5086669921875
-15.875,12.375,2012-09-28,2012-09-28_000_006,33.110870361328125,2.5024681091308594,8.608357429504395,True,True,forte,très humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,33.11647298228202,2.5054906936147106,176.6920623779297
-15.625,12.375,2012-09-28,2012-09-28_000_007,28.757299423217773,2.051848888397217,8.741093635559082,True,True,forte,très humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,28.758138335529882,2.0544899905746306,203.87545776367188
-15.375,12.375,2012-09-28,2012-09-28_000_008,23.07331085205078,1.6915178298950195,8.218035697937012,False,True,forte,humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,23.09245802529493,1.7204976998381878,231.058837890625
-15.125,12.375,2012-09-28,2012-09-28_000_009,26.217792510986328,1.9252068996429443,9.284749031066895,False,True,forte,humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,26.22076596207355,1.9350681700299133,258.24224853515625
-14.875,12.375,2012-09-28,2012-09-28_000_010,27.622060775756836,2.1929430961608887,9.56534194946289,True,True,forte,très humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,27.624520862521837,2.199901623941546,285.4256286621094
-14.625,12.375,2012-09-28,2012-09-28_000_011,24.83875274658203,2.1411213874816895,8.811530113220215,True,True,forte,très humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,24.841455766304055,2.160002413706564,312.6090393066406
-14.375,12.375,2012-09-28,2012-09-28_000_012,31.671592712402344,2.6924827098846436,9.277506828308105,True,True,forte,très humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2012,9,28,272,31.671985396188706,2.699674597337617,339.79241943359375
