longitude,latitude,event_date,selection_criterion,pixel_id,precipitation_mm,anomaly_standardized,climatology_mm,is_extreme,is_intense,intensity_category,anomaly_category,region,climate_zone,season_phase,phase_description,year,month,day,day_of_year,precip_percentile,anomaly_percentile,distance_to_coast
-15.125,13.125,2005-10-30,moins_intense,2005-10-30_003_009,0.0,-0.4045836627483368,0.6853007078170776,False,False,trace,normale,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.40211316254270735,257.47845458984375
-14.875,13.125,2005-10-30,moins_intense,2005-10-30_003_010,0.0,-0.3775620460510254,0.6397108435630798,False,False,trace,normale,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.37720917112863245,284.5814514160156
-14.625,13.125,2005-10-30,moins_intense,2005-10-30_003_011,0.0,-0.38224172592163086,0.7157469987869263,False,False,trace,normale,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.38152817131286887,311.6844482421875
-14.375,13.125,2005-10-30,moins_intense,2005-10-30_003_012,0.0,-0.52498859167099,0.7446708083152771,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.5203427097306179,338.7874450683594
-14.125,13.125,2005-10-30,moins_intense,2005-10-30_003_013,0.0,-0.4873256981372833,0.5794483423233032,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.4871838238071557,365.89044189453125
-13.875,13.125,2005-10-30,moins_intense,2005-10-30_003_014,0.0,-0.44357651472091675,0.7630648016929626,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.4432077545616495,392.9934387207031
-13.625,13.125,2005-10-30,moins_intense,2005-10-30_003_015,0.0,-0.42362987995147705,0.8316295742988586,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.42320963530684236,420.096435546875
-13.375,13.125,2005-10-30,moins_intense,2005-10-30_003_016,0.0,-0.3922211825847626,0.7050876021385193,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.39213381610324033,447.1994323730469
-13.125,13.125,2005-10-30,moins_intense,2005-10-30_003_017,0.0,-0.4977872669696808,0.8550743460655212,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.49524593068726697,474.30242919921875
-12.875,13.125,2005-10-30,moins_intense,2005-10-30_003_018,0.0,-0.4987381398677826,1.0895051956176758,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.497830271271605,501.4053955078125
-12.625,13.125,2005-10-30,moins_intense,2005-10-30_003_019,0.0,-0.5202715992927551,1.3456525802612305,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.5187007088457519,528.5084228515625
-12.375,13.125,2005-10-30,moins_intense,2005-10-30_003_020,0.0,-0.475175678730011,1.3222715854644775,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.4750857588334299,555.6114501953125
-12.125,13.125,2005-10-30,moins_intense,2005-10-30_003_021,0.0,-0.44748321175575256,1.359810471534729,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.44683977317570445,582.71435546875
-11.875,13.125,2005-10-30,moins_intense,2005-10-30_003_022,0.0,-0.45701736211776733,1.2597662210464478,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.4568855394071071,609.8173828125
-11.625,13.125,2005-10-30,moins_intense,2005-10-30_003_023,0.0,-0.43528643250465393,1.0540465116500854,False,False,trace,normale,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.43411817278095227,636.92041015625
-11.375,13.125,2005-10-30,moins_intense,2005-10-30_003_024,0.19358786940574646,-0.39731565117836,1.2005378007888794,False,False,trace,normale,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.19476966181741875,-0.3956305931261437,664.0234375
-16.625,13.375,2005-10-30,moins_intense,2005-10-30_004_003,0.0,-0.42305511236190796,0.6661052107810974,False,False,trace,normale,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.42289952252378415,94.76307678222656
-16.375,13.375,2005-10-30,moins_intense,2005-10-30_004_004,0.0,-0.4715743064880371,0.8372632265090942,False,False,trace,normale,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.4684874693203212,121.83824157714844
-16.125,13.375,2005-10-30,moins_intense,2005-10-30_004_005,0.0,-0.4412199556827545,0.9489322304725647,False,False,trace,normale,Kaolack,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.44121178640193076,148.9134063720703
-15.875,13.375,2005-10-30,moins_intense,2005-10-30_004_006,0.0,-0.4594598412513733,0.911624014377594,False,False,trace,normale,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2005,10,30,303,0.0005542083254935861,-0.45923253474523074,175.9885711669922
