longitude,latitude,event_date,pixel_id,precipitation_mm,anomaly_standardized,climatology_mm,is_extreme,is_intense,intensity_category,anomaly_category,region,climate_zone,season_phase,phase_description,year,month,day,day_of_year,precip_percentile,anomaly_percentile,distance_to_coast
-16.625,12.375,2000-10-16,2000-10-16_000_003,22.929550170898438,3.0437684059143066,3.65499210357666,True,True,forte,exceptionelle,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,22.934566545726067,3.049731664921171,95.14187622070312
-16.375,12.375,2000-10-16,2000-10-16_000_004,19.035991668701172,2.2324023246765137,3.763298511505127,True,False,modérée,très humide,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,19.03996386120667,2.2692362363614023,122.32527160644531
-16.125,12.375,2000-10-16,2000-10-16_000_005,25.554214477539062,2.5149495601654053,4.65030574798584,True,True,forte,très humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,25.55439917406245,2.516229458190688,149.5086669921875
-15.875,12.375,2000-10-16,2000-10-16_000_006,25.56891632080078,3.5428850650787354,4.15360689163208,True,True,forte,exceptionelle,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,25.570735969735154,3.5458396930790426,176.6920623779297
-15.625,12.375,2000-10-16,2000-10-16_000_007,21.519248962402344,2.649430513381958,4.5066938400268555,True,True,forte,très humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,21.5220384837395,2.6762547397134293,203.87545776367188
-15.375,12.375,2000-10-16,2000-10-16_000_008,22.09249496459961,2.809195041656494,4.654965400695801,True,True,forte,très humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,22.096110252878773,2.812120474762653,231.058837890625
-15.125,12.375,2000-10-16,2000-10-16_000_009,22.20317840576172,3.1142578125,4.675180435180664,True,True,forte,exceptionelle,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,22.21389490635551,3.114718092745872,258.24224853515625
-14.875,12.375,2000-10-16,2000-10-16_000_010,15.729766845703125,2.0499267578125,4.713891506195068,True,False,modérée,très humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,15.74633510867555,2.0657597846122244,285.4256286621094
-14.625,12.375,2000-10-16,2000-10-16_000_011,13.146228790283203,1.6993379592895508,4.440598964691162,False,False,modérée,humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,13.150827079562086,1.7365603629668156,312.6090393066406
-14.375,12.375,2000-10-16,2000-10-16_000_012,10.26026725769043,1.130920648574829,4.518731594085693,False,False,modérée,humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,10.265400524714485,1.332860449151178,339.79241943359375
-14.125,12.375,2000-10-16,2000-10-16_000_013,6.837818622589111,0.606203019618988,4.018991947174072,False,False,modérée,normale,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,6.877008210474522,0.6630159841110957,366.9757995605469
-13.875,12.375,2000-10-16,2000-10-16_000_014,8.720213890075684,1.3429840803146362,3.485034942626953,False,False,modérée,humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,8.720331184828101,1.3727917791011945,394.1592102050781
-13.625,12.375,2000-10-16,2000-10-16_000_015,10.998919486999512,1.7915713787078857,3.5289902687072754,False,False,modérée,humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,11.018106911050614,1.8262424154497272,421.34259033203125
-13.375,12.375,2000-10-16,2000-10-16_000_016,11.353947639465332,1.8901795148849487,3.7184536457061768,False,False,modérée,humide,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,11.359072680449366,1.8947171431090963,448.5260009765625
-13.125,12.375,2000-10-16,2000-10-16_000_017,11.081768035888672,1.849799394607544,3.8706252574920654,False,False,modérée,humide,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,11.092637450251747,1.8625162983659524,475.7093811035156
-12.875,12.375,2000-10-16,2000-10-16_000_018,13.451786041259766,2.6099390983581543,3.5663392543792725,True,False,modérée,très humide,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,13.460926707665525,2.610886794238833,502.89276123046875
-12.625,12.375,2000-10-16,2000-10-16_000_019,15.559736251831055,3.6162030696868896,3.248033285140991,True,False,modérée,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,15.57366902145309,3.6205408081936477,530.076171875
-12.375,12.375,2000-10-16,2000-10-16_000_020,19.13349151611328,3.8843119144439697,3.503697156906128,True,False,modérée,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,19.140869246056333,3.8866256062109867,557.2595825195312
-12.125,12.375,2000-10-16,2000-10-16_000_021,20.71609878540039,4.356194019317627,3.303338050842285,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,20.71886867734056,4.360562710306753,584.4429321289062
-11.875,12.375,2000-10-16,2000-10-16_000_022,28.990243911743164,5.361764907836914,3.1836133003234863,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,28.993770000323547,5.361787882282506,611.6263427734375
-11.625,12.375,2000-10-16,2000-10-16_000_023,30.393627166748047,5.239064693450928,3.239537477493286,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,30.393627166748047,5.239333336077743,638.8097534179688
-11.375,12.375,2000-10-16,2000-10-16_000_024,25.749971389770508,5.124772071838379,2.7935991287231445,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,25.75679442630939,5.127868667918834,665.9931640625
-16.625,12.625,2000-10-16,2000-10-16_001_003,21.584556579589844,2.431144952774048,3.8722939491271973,True,True,forte,très humide,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,21.587530433233063,2.436174794058105,95.04988861083984
-16.375,12.625,2000-10-16,2000-10-16_001_004,19.442829132080078,2.373689889907837,3.680701971054077,True,False,modérée,très humide,Ziguinchor,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,19.472027955941815,2.3777122281903598,122.2070083618164
-16.125,12.625,2000-10-16,2000-10-16_001_005,21.10186767578125,2.5442161560058594,3.8767037391662598,True,True,forte,très humide,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,21.11420644827225,2.56941840876287,149.36412048339844
-15.875,12.625,2000-10-16,2000-10-16_001_006,22.558609008789062,3.501211166381836,3.5542564392089844,True,True,forte,exceptionelle,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,22.56886115146044,3.504440695796181,176.521240234375
-15.625,12.625,2000-10-16,2000-10-16_001_007,20.397968292236328,3.690788745880127,3.2885029315948486,True,True,forte,exceptionelle,Sédhiou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,20.404570210519147,3.695008733164725,203.6783447265625
-15.375,12.625,2000-10-16,2000-10-16_001_008,18.194120407104492,3.3394298553466797,3.431766986846924,True,False,modérée,exceptionelle,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,18.205537599534846,3.3507415253912387,230.83544921875
-15.125,12.625,2000-10-16,2000-10-16_001_009,14.804298400878906,2.4374008178710938,3.647747039794922,True,False,modérée,très humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,14.809323497753047,2.4592832159157374,257.9925842285156
-14.875,12.625,2000-10-16,2000-10-16_001_010,11.630291938781738,1.9073153734207153,3.3014910221099854,False,False,modérée,humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,11.63037578544425,1.910966048288585,285.1496887207031
-14.625,12.625,2000-10-16,2000-10-16_001_011,12.802779197692871,2.085416793823242,3.4705324172973633,True,False,modérée,très humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,12.821587610484366,2.124868308479462,312.3067932128906
-14.375,12.625,2000-10-16,2000-10-16_001_012,6.507024765014648,0.6643304228782654,3.540644884109497,False,False,modérée,normale,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,6.513975026020453,0.7217890470471214,339.4638977050781
-14.125,12.625,2000-10-16,2000-10-16_001_013,6.583714485168457,0.7232699394226074,3.4884605407714844,False,False,modérée,normale,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,6.584712162688749,0.7329023234808265,366.6210021972656
-13.875,12.625,2000-10-16,2000-10-16_001_014,10.160313606262207,2.029094696044922,3.054053783416748,True,False,modérée,très humide,Kolda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,10.167855988794834,2.047257322761881,393.77813720703125
-13.625,12.625,2000-10-16,2000-10-16_001_015,6.021266937255859,1.0279285907745361,2.66235089302063,False,False,modérée,humide,Tambacounda,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,6.027633702934687,1.0707261667179702,420.93524169921875
-13.375,12.625,2000-10-16,2000-10-16_001_016,7.683794975280762,1.7470402717590332,2.6506810188293457,False,False,modérée,humide,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,7.695043827421102,1.7678675783339457,448.09234619140625
-13.125,12.625,2000-10-16,2000-10-16_001_017,8.147026062011719,1.4253621101379395,3.05191969871521,False,False,modérée,humide,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,8.176708456259876,1.4384275872503693,475.24945068359375
-12.875,12.625,2000-10-16,2000-10-16_001_018,11.77087116241455,2.852078437805176,2.843280792236328,True,False,modérée,très humide,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,11.789495679002313,2.853375492383487,502.40655517578125
-12.625,12.625,2000-10-16,2000-10-16_001_019,14.826037406921387,4.091339111328125,2.5691990852355957,True,False,modérée,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,14.845419102577708,4.091827378201125,529.5636596679688
-12.375,12.625,2000-10-16,2000-10-16_001_020,16.511919021606445,4.352767467498779,2.6739838123321533,True,False,modérée,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,16.51332890208642,4.352927138457945,556.7208251953125
-12.125,12.625,2000-10-16,2000-10-16_001_021,23.727033615112305,4.96813440322876,3.0623939037323,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,23.727303711014176,4.968619150132989,583.8778686523438
-11.875,12.625,2000-10-16,2000-10-16_001_022,26.655160903930664,4.971774578094482,3.091689348220825,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,26.666894989397083,4.97190260527721,611.0350341796875
-11.625,12.625,2000-10-16,2000-10-16_001_023,20.503070831298828,4.5433526039123535,2.473938226699829,True,True,forte,exceptionelle,Kédougou,Zone soudanienne,Phase_3_fin,Fin de saison (Septembre-Octobre),2000,10,16,290,20.512300865134993,4.544198829325,638.192138671875
