event_date,longitude,latitude,max_precipitation,max_anomaly,season_phase,main_region,event_type,intensity_level
1985-08-06,-13.37884395257463,12.882954976163509,231.35137939453125,5.9625935554504395,Phase_2_pleine,Matam,très extrême,catastrophique
2005-10-30,-14.414514735559258,15.113261992537053,5.419501304626465,6.204427242279053,Phase_3_fin,Matam,exceptionnellement extrême,faible
2012-09-28,-14.117326671354963,14.270698939746529,44.27000427246094,5.079472541809082,Phase_3_fin,Matam,exceptionnellement extrême,modéré
1984-07-04,-13.211240518196668,14.542911518279046,28.099899291992188,5.5047926902771,Phase_2_pleine,Matam,très extrême,modéré
2022-05-27,-13.477574666791359,13.59128281155607,37.51918411254883,6.404940128326416,Phase_1_debut,Matam,exceptionnellement extrême,modéré
1990-08-04,-13.378552203902677,14.105187764450728,50.41590881347656,3.6959493160247803,Phase_2_pleine,Matam,très extrême,élevé
